,NAME,B03001_001E,B03003_003E,B02001_002E,B02001_003E,B02001_005E,state,place,year
1596,"Butte Falls town, Oregon",432,36,399,0,7,41,10050,2017
1597,"Arlington city, Oregon",541,69,519,0,0,41,02800,2017
1598,"Rockcreek CDP, Oregon",9503,1237,7456,159,1087,41,63010,2017
1599,"West Haven-Sylvan CDP, Oregon",8142,499,6772,143,692,41,80025,2017
1600,"Halfway city, Oregon",313,0,287,2,0,41,31650,2017
1601,"Lonerock city, Oregon",17,0,17,0,0,41,43400,2017
1602,"Sisters city, Oregon",2452,318,2241,6,19,41,67950,2017
1603,"Idanha city, Oregon",186,4,181,0,0,41,35800,2017
1604,"Keizer city, Oregon",37910,7706,32602,117,452,41,38500,2017
1605,"Eola CDP, Oregon",0,0,0,0,0,41,23550,2017
1606,"Sandy city, Oregon",10581,1069,9937,66,83,41,65250,2017
1607,"Sublimity city, Oregon",2876,199,2734,0,36,41,70700,2017
1608,"Deschutes River Woods CDP, Oregon",5910,428,5743,15,53,41,19020,2017
1609,"Donald city, Oregon",1276,384,941,90,30,41,20100,2017
1610,"Mehama CDP, Oregon",143,0,128,0,0,41,47300,2017
1611,"Woodburn city, Oregon",25067,14107,19263,7,261,41,83750,2017
1612,"Gaston city, Oregon",557,90,471,0,6,41,28100,2017
1613,"Hillsboro city, Oregon",102396,23734,74801,1731,11848,41,34100,2017
1614,"Sherwood city, Oregon",19107,1288,17323,13,553,41,67100,2017
1615,"Wilsonville city, Oregon",22789,2982,19116,394,1100,41,82800,2017
1616,"Gresham city, Oregon",110336,21604,85558,6063,4442,41,31250,2017
1617,"Dallas city, Oregon",15413,725,14317,15,308,41,17700,2017
1618,"Monmouth city, Oregon",9983,1588,8116,391,369,41,49550,2017
1619,"Wood Village city, Oregon",4028,1875,3129,55,79,41,83950,2017
1620,"Haines city, Oregon",404,4,389,0,1,41,31600,2017
1621,"Eagle Point city, Oregon",8858,849,8276,26,0,41,21550,2017
1622,"Nyssa city, Oregon",3174,2021,2870,14,12,41,53750,2017
1623,"Mount Vernon city, Oregon",490,2,481,0,0,41,50250,2017
1624,"North Powder city, Oregon",580,62,538,0,0,41,53300,2017
1625,"Winston city, Oregon",5365,511,4824,0,70,41,83400,2017
1626,"Clatskanie city, Oregon",1996,162,1835,0,10,41,13750,2017
1627,"Depoe Bay city, Oregon",1760,49,1653,0,28,41,18850,2017
1628,"Barview CDP, Oregon",2021,61,1923,32,22,41,04400,2017
1629,"Coos Bay city, Oregon",16070,1453,13548,535,334,41,15250,2017
1630,"Harrisburg city, Oregon",3712,663,3001,0,0,41,32550,2017
1631,"Scio city, Oregon",744,11,691,7,0,41,65650,2017
1632,"Sweet Home city, Oregon",9289,352,8718,28,93,41,71950,2017
1633,"Gold Beach city, Oregon",2363,51,2194,0,46,41,29900,2017
1634,"Warrenton city, Oregon",5335,723,4804,20,13,41,78900,2017
1635,"Troutdale city, Oregon",16557,2276,13494,501,860,41,74850,2017
1636,"Umatilla city, Oregon",7069,3193,5825,191,1,41,75650,2017
1637,"Redmond city, Oregon",28492,3658,25542,234,222,41,61200,2017
1638,"Three Rivers CDP, Oregon",3903,96,3719,0,0,41,73225,2017
1639,"Gates city, Oregon",504,7,449,0,1,41,28200,2017
1640,"Labish Village CDP, Oregon",329,248,234,0,0,41,40050,2017
1641,"Scotts Mills city, Oregon",446,20,420,0,0,41,65800,2017
1642,"King City city, Oregon",3715,370,3460,0,149,41,39150,2017
1643,"Grand Ronde CDP, Oregon",1666,61,1061,1,14,41,30300,2017
1644,"Metzger CDP, Oregon",3876,354,3266,12,70,41,47800,2017
1645,"West Slope CDP, Oregon",7698,410,6349,618,146,41,80900,2017
1646,"Falls City city, Oregon",1055,24,902,5,73,41,24550,2017
1647,"Central Point city, Oregon",17760,2069,16566,37,200,41,12400,2017
1648,"Cascade Locks city, Oregon",1289,84,1215,0,53,41,11600,2017
1649,"Milwaukie city, Oregon",20627,1778,17994,454,846,41,48650,2017
1650,"Biggs Junction CDP, Oregon",29,0,29,0,0,41,06400,2017
1651,"Moro city, Oregon",330,14,316,4,2,41,50000,2017
1652,"Damascus city, Oregon",10909,695,9584,68,414,41,17800,2017
1653,"La Pine city, Oregon",1957,74,1871,0,10,41,41050,2017
1654,"The Dalles city, Oregon",15224,2716,13546,137,148,41,72950,2017
1655,"Crawfordsville CDP, Oregon",450,23,443,0,0,41,16650,2017
1656,"Days Creek CDP, Oregon",324,0,316,0,0,41,18150,2017
1657,"Deer Island CDP, Oregon",319,13,278,0,0,41,18450,2017
1658,"Dillard CDP, Oregon",601,46,601,0,0,41,19600,2017
1659,"Eagle Crest CDP, Oregon",1872,19,1842,13,0,41,21450,2017
1660,"Fair Oaks CDP, Oregon",261,0,261,0,0,41,24100,2017
1661,"Foots Creek CDP, Oregon",693,17,666,0,0,41,26165,2017
1662,"Fort Hill CDP, Oregon",119,0,102,0,0,41,26400,2017
1663,"Gardiner CDP, Oregon",334,0,330,0,0,41,27850,2017
1664,"Glasgow CDP, Oregon",569,19,507,0,0,41,29100,2017
1665,"Government Camp CDP, Oregon",85,0,77,8,0,41,30250,2017
1666,"Harper CDP, Oregon",119,4,117,0,0,41,32400,2017
1667,"Holley CDP, Oregon",271,0,240,0,0,41,34650,2017
1668,"Idaville CDP, Oregon",296,0,252,0,0,41,35850,2017
1669,"Juntura CDP, Oregon",33,0,33,0,0,41,38150,2017
1670,"Kerby CDP, Oregon",874,272,807,0,0,41,38900,2017
1671,"Kings Valley CDP, Oregon",134,0,83,0,0,41,39350,2017
1672,"Lacomb CDP, Oregon",819,0,741,0,0,41,40150,2017
1673,"Langlois CDP, Oregon",76,0,76,0,0,41,40950,2017
1674,"Lookingglass CDP, Oregon",946,0,819,0,0,41,43650,2017
1675,"Melrose CDP, Oregon",672,9,589,0,13,41,47350,2017
1676,"Merlin CDP, Oregon",1590,0,1476,0,20,41,47650,2017
1677,"Mount Hood CDP, Oregon",238,148,220,0,0,41,50200,2017
1678,"Mulino CDP, Oregon",2744,204,2382,0,30,41,50450,2017
1679,"Nesika Beach CDP, Oregon",497,83,481,16,0,41,51950,2017
1680,"New Hope CDP, Oregon",1492,65,1444,0,0,41,52275,2017
1681,"New Pine Creek CDP, Oregon",79,0,37,0,0,41,52400,2017
1682,"O'Brien CDP, Oregon",285,0,224,0,0,41,54350,2017
1683,"Peoria CDP, Oregon",157,0,157,0,0,41,57300,2017
1684,"Pistol River CDP, Oregon",126,0,126,0,0,41,58050,2017
1685,"Plush CDP, Oregon",45,0,43,0,0,41,58550,2017
1686,"Pronghorn CDP, Oregon",28,0,21,0,7,41,60070,2017
1687,"Prospect CDP, Oregon",500,11,430,0,9,41,60100,2017
1688,"Ruch CDP, Oregon",765,34,741,0,0,41,64150,2017
1689,"Selma CDP, Oregon",585,35,512,1,0,41,66150,2017
1690,"Seventh Mountain CDP, Oregon",316,0,301,0,0,41,66385,2017
1691,"Shedd CDP, Oregon",449,259,449,0,0,41,66900,2017
1692,"Silver Lake CDP, Oregon",72,21,72,0,0,41,67600,2017
1693,"Stafford CDP, Oregon",1992,0,1720,33,169,41,69800,2017
1694,"Summit CDP, Oregon",113,0,113,0,0,41,70870,2017
1695,"Sunriver CDP, Oregon",957,80,932,0,0,41,71250,2017
1696,"Takilma CDP, Oregon",493,0,493,0,0,41,72400,2017
1697,"Tetherow CDP, Oregon",471,0,471,0,0,41,72820,2017
1698,"Trail CDP, Oregon",699,47,699,0,0,41,74400,2017
1699,"Alpine CDP, Oregon",128,0,128,0,0,41,01700,2017
1700,"Alsea CDP, Oregon",291,11,287,0,0,41,01800,2017
1701,"Annex CDP, Oregon",264,101,233,0,1,41,02200,2017
1702,"Bayside Gardens CDP, Oregon",739,0,727,0,0,41,04925,2017
1703,"Beavercreek CDP, Oregon",4257,56,4058,0,39,41,05250,2017
1704,"Bellfountain CDP, Oregon",110,0,110,0,0,41,05700,2017
1705,"Bethany CDP, Oregon",23177,1295,12443,434,8670,41,05950,2017
1706,"Black Butte Ranch CDP, Oregon",308,0,308,0,0,41,06650,2017
1707,"Blodgett CDP, Oregon",62,0,62,0,0,41,06950,2017
1708,"Brogan CDP, Oregon",196,0,196,0,0,41,08600,2017
1709,"Bull Mountain CDP, Oregon",9698,640,7964,105,1106,41,09535,2017
1710,"Camp Sherman CDP, Oregon",250,25,241,0,7,41,10550,2017
1711,"Cascadia CDP, Oregon",183,78,145,0,6,41,11700,2017
1712,"Crabtree CDP, Oregon",831,0,818,0,0,41,16350,2017
1713,"Crane CDP, Oregon",117,49,117,0,0,41,16450,2017
1714,"Tumalo CDP, Oregon",547,0,547,0,0,41,75050,2017
1715,"Umapine CDP, Oregon",334,33,328,0,0,41,75600,2017
1716,"Wallowa Lake CDP, Oregon",37,0,37,0,0,41,78160,2017
1717,"Warren CDP, Oregon",1897,119,1882,0,0,41,78800,2017
1718,"Westport CDP, Oregon",202,0,190,12,0,41,80400,2017
1719,"West Scio CDP, Oregon",128,47,128,0,0,41,80750,2017
1720,"Williams CDP, Oregon",1154,7,992,29,0,41,82450,2017
1721,"Wimer CDP, Oregon",429,0,429,0,0,41,82850,2017
1722,"Jeffers Gardens CDP, Oregon",285,10,269,0,0,41,37202,2017
1723,"Neahkahnie CDP, Oregon",72,0,72,0,0,41,51450,2017
1724,"Beatty CDP, Oregon",0,0,0,0,0,41,05150,2017
1725,"Talent city, Oregon",6349,736,5950,2,125,41,72500,2017
1726,"Barlow city, Oregon",138,41,104,0,0,41,04000,2017
1727,"Estacada city, Oregon",3155,275,2944,0,20,41,23800,2017
1728,"Mount Hood Village CDP, Oregon",5041,240,4874,0,84,41,50235,2017
1729,"Oregon City city, Oregon",35483,2372,32046,424,396,41,55200,2017
1730,"Ashland city, Oregon",20733,1179,19013,324,474,41,03050,2017
1731,"Redwood CDP, Oregon",2646,78,2478,0,0,41,61250,2017
1732,"Baker City city, Oregon",9741,379,8941,98,94,41,03650,2017
1733,"Sumpter city, Oregon",218,3,216,0,0,41,71000,2017
1734,"Grass Valley city, Oregon",160,10,145,6,0,41,30650,2017
1735,"Rickreall CDP, Oregon",76,0,76,0,0,41,61800,2017
1736,"Oceanside CDP, Oregon",330,24,326,0,0,41,54450,2017
1737,"Drain city, Oregon",931,43,809,0,0,41,20500,2017
1738,"Spray town, Oregon",152,1,147,0,2,41,69450,2017
1739,"Hines city, Oregon",1534,15,1465,9,0,41,34250,2017
1740,"Beaverton city, Oregon",95710,15655,71630,1909,11285,41,05350,2017
1741,"Nehalem city, Oregon",463,3,439,0,3,41,51700,2017
1742,"Wheeler city, Oregon",391,6,364,0,0,41,81300,2017
1743,"Athena city, Oregon",1149,8,1001,12,1,41,03200,2017
1744,"Gopher Flats CDP, Oregon",365,6,303,0,0,41,30165,2017
1745,"Helix city, Oregon",156,8,152,0,0,41,33250,2017
1746,"Hermiston city, Oregon",17241,6335,15248,40,87,41,33700,2017
1747,"Burns city, Oregon",2736,147,2536,19,4,41,09800,2017
1748,"Hood River city, Oregon",7526,2112,6884,14,175,41,34900,2017
1749,"Odell CDP, Oregon",1857,1114,1440,0,0,41,54550,2017
1750,"Durham city, Oregon",1590,214,1239,59,71,41,21250,2017
1751,"Lake Oswego city, Oregon",38212,1802,33324,234,2565,41,40550,2017
1752,"Bend city, Oregon",87167,7898,80985,586,1600,41,05800,2017
1753,"Lincoln Beach CDP, Oregon",1571,54,1519,0,23,41,42550,2017
1754,"Newport city, Oregon",10274,1707,8545,136,96,41,52450,2017
1755,"Dunes City city, Oregon",1304,39,1207,3,10,41,21150,2017
1756,"Veneta city, Oregon",4808,601,4142,48,114,41,77050,2017
1757,"South Lebanon CDP, Oregon",704,26,704,0,0,41,68875,2017
1758,"Brookings city, Oregon",6366,505,5674,56,54,41,08650,2017
1759,"Harbor CDP, Oregon",1973,60,1815,2,0,41,32100,2017
1760,"Adrian city, Oregon",276,69,243,0,11,41,00500,2017
1761,"Merrill city, Oregon",715,346,712,0,0,41,47700,2017
1762,"Pine Hollow CDP, Oregon",544,39,509,3,4,41,57875,2017
1763,"Carlton city, Oregon",1937,175,1744,0,12,41,11150,2017
1764,"Lexington town, Oregon",189,0,165,0,0,41,42200,2017
1765,"Green CDP, Oregon",7453,648,7128,27,6,41,30750,2017
1766,"Reedsport city, Oregon",4068,187,3710,31,64,41,61300,2017
1767,"Roseburg city, Oregon",22013,1447,20271,191,279,41,63650,2017
1768,"Beaver CDP, Oregon",76,0,76,0,0,41,05200,2017
1769,"Neskowin CDP, Oregon",193,18,193,0,0,41,52000,2017
1770,"Mission CDP, Oregon",860,99,152,2,22,41,49000,2017
1771,"Mitchell city, Oregon",75,0,64,0,0,41,49150,2017
1772,"Molalla city, Oregon",8987,1398,8156,4,93,41,49450,2017
1773,"Oak Grove CDP, Oregon",16648,1286,15305,307,210,41,53900,2017
1774,"West Linn city, Oregon",26307,1327,22975,486,1496,41,80150,2017
1775,"Butteville CDP, Oregon",134,0,128,0,0,41,10100,2017
1776,"Gervais city, Oregon",2629,1882,1936,7,10,41,28650,2017
1777,"St. Paul city, Oregon",460,52,441,0,9,41,64850,2017
1778,"Turner city, Oregon",2221,229,2027,3,52,41,75150,2017
1779,"Banks city, Oregon",1694,141,1577,6,28,41,03850,2017
1780,"Cedar Hills CDP, Oregon",8054,966,7316,12,314,41,12050,2017
1781,"Garden Home-Whitford CDP, Oregon",6442,215,5991,66,115,41,27825,2017
1782,"Cave Junction city, Oregon",2229,95,2184,28,4,41,11850,2017
1783,"Kirkpatrick CDP, Oregon",136,0,62,0,0,41,39566,2017
1784,"Pendleton city, Oregon",16709,1675,14021,304,257,41,57150,2017
1785,"Riverside CDP, Oregon",164,40,104,0,12,41,62412,2017
1786,"Tutuilla CDP, Oregon",458,22,313,7,0,41,75185,2017
1787,"Ukiah city, Oregon",258,20,222,0,11,41,75550,2017
1788,"Fossil city, Oregon",436,59,413,0,0,41,26650,2017
1789,"Aloha CDP, Oregon",55205,12290,39680,2535,5072,41,01650,2017
1790,"Cedar Mill CDP, Oregon",17050,679,12968,210,2965,41,12150,2017
1791,"Cornelius city, Oregon",12423,6523,9171,47,226,41,15550,2017
1792,"North Plains city, Oregon",2100,241,1961,0,56,41,53150,2017
1793,"Roseburg North CDP, Oregon",5904,161,5607,0,21,41,63660,2017
1794,"Glendale city, Oregon",731,70,644,0,0,41,29350,2017
1795,"Myrtle Creek city, Oregon",3420,228,3088,8,7,41,50950,2017
1796,"Sutherlin city, Oregon",7887,330,7439,56,101,41,71650,2017
1797,"Winchester Bay CDP, Oregon",383,1,372,0,0,41,83050,2017
1798,"Heppner city, Oregon",1162,61,1103,4,22,41,33550,2017
1799,"Garibaldi city, Oregon",839,28,826,0,0,41,28000,2017
1800,"Manzanita city, Oregon",263,0,253,0,7,41,45700,2017
1801,"Pacific City CDP, Oregon",964,90,949,8,0,41,56150,2017
1802,"Rockaway Beach city, Oregon",1308,67,1230,1,0,41,62900,2017
1803,"Tillamook city, Oregon",5085,776,4635,1,12,41,73700,2017
1804,"Echo city, Oregon",686,15,607,4,18,41,22200,2017
1805,"Dayton city, Oregon",2597,1046,2173,74,26,41,18250,2017
1806,"Jordan Valley city, Oregon",138,3,138,0,0,41,37850,2017
1807,"Vale city, Oregon",2199,591,2067,0,27,41,76600,2017
1808,"Lostine city, Oregon",250,8,241,0,3,41,43900,2017
1809,"Lincoln City city, Oregon",8541,1088,7268,44,306,41,42600,2017
1810,"Cayuse CDP, Oregon",77,0,45,0,0,41,11900,2017
1811,"St. Helens city, Oregon",13254,986,12013,38,227,41,64600,2017
1812,"Vernonia city, Oregon",1917,84,1849,26,0,41,77250,2017
1813,"Bonanza town, Oregon",640,116,580,0,0,41,07300,2017
1814,"Coquille city, Oregon",3846,133,3610,7,10,41,15350,2017
1815,"Lakeside city, Oregon",1874,18,1814,7,3,41,40650,2017
1816,"Myrtle Point city, Oregon",2488,55,2123,0,4,41,51050,2017
1817,"North Bend city, Oregon",9566,931,8267,22,107,41,53000,2017
1818,"Eugene city, Oregon",163135,15539,137104,3145,7082,41,23850,2017
1819,"Albany city, Oregon",52007,6296,46704,363,1128,41,01000,2017
1820,"Cloverdale CDP, Oregon",340,64,340,0,0,41,14200,2017
1821,"Happy Valley city, Oregon",18477,1204,13797,145,3242,41,32050,2017
1822,"Jennings Lodge CDP, Oregon",8164,1058,7004,105,249,41,37400,2017
1823,"Bay City city, Oregon",1598,65,1460,0,10,41,04800,2017
1824,"Malin city, Oregon",889,575,816,9,10,41,45400,2017
1825,"Florence city, Oregon",8678,185,8087,27,119,41,26050,2017
1826,"Ontario city, Oregon",10972,4696,9096,48,216,41,54900,2017
1827,"Prescott city, Oregon",50,2,47,0,0,41,59750,2017
1828,"Siletz city, Oregon",1526,10,1029,9,8,41,67500,2017
1829,"Island City city, Oregon",1208,31,1121,2,3,41,36750,2017
1830,"Enterprise city, Oregon",1917,86,1851,8,0,41,23500,2017
1831,"Maupin city, Oregon",623,2,601,0,0,41,46500,2017
1832,"Dundee city, Oregon",3205,377,2841,11,40,41,21050,2017
1833,"Union city, Oregon",2103,17,2024,17,10,41,75850,2017
1834,"Oakland city, Oregon",733,2,693,0,0,41,54000,2017
1835,"Riddle city, Oregon",1277,128,1105,3,0,41,61850,2017
1836,"Tri-City CDP, Oregon",3960,105,3558,0,55,41,74650,2017
1837,"Milton-Freewater city, Oregon",7051,3475,6062,0,88,41,48600,2017
1838,"Pilot Rock city, Oregon",1351,107,1256,0,0,41,57650,2017
1839,"Weston city, Oregon",734,74,682,0,5,41,80350,2017
1840,"Johnson City city, Oregon",508,37,472,14,8,41,37650,2017
1841,"Toledo city, Oregon",3514,136,3382,0,0,41,74000,2017
1842,"Waldport city, Oregon",2200,180,2119,0,16,41,78000,2017
1843,"Yachats city, Oregon",662,93,514,18,0,41,84200,2017
1844,"Bandon city, Oregon",3062,102,2905,32,7,41,03800,2017
1845,"Oakridge city, Oregon",3228,89,2855,0,0,41,54100,2017
1846,"Dufur city, Oregon",573,3,559,0,0,41,20900,2017
1847,"Newberg city, Oregon",22898,3314,20092,46,426,41,52100,2017
1848,"Chiloquin city, Oregon",724,132,406,0,13,41,13050,2017
1849,"Elgin city, Oregon",1451,51,1406,10,0,41,22550,2017
1850,"Seneca city, Oregon",222,1,222,0,0,41,66200,2017
1851,"Canby city, Oregon",17337,3031,15188,14,275,41,10750,2017
1852,"Prineville city, Oregon",9515,1085,8351,101,54,41,59850,2017
1853,"Irrigon city, Oregon",2069,908,1533,29,21,41,36500,2017
1854,"Cape Meares CDP, Oregon",115,0,115,0,0,41,11050,2017
1855,"Netarts CDP, Oregon",881,46,823,0,22,41,52050,2017
1856,"Pine Grove CDP, Oregon",103,0,103,0,0,41,57850,2017
1857,"Lebanon city, Oregon",16336,1115,15070,46,234,41,41650,2017
1858,"Joseph city, Oregon",1064,36,1011,7,13,41,37900,2017
1859,"Chenoweth CDP, Oregon",2090,462,1890,0,6,41,12800,2017
1860,"Philomath city, Oregon",4624,420,3859,143,94,41,57450,2017
1861,"Lakeview town, Oregon",2768,352,2417,0,33,41,40700,2017
1862,"Paisley city, Oregon",341,7,314,0,2,41,56250,2017
1863,"La Grande city, Oregon",12999,542,11607,186,176,41,40350,2017
1864,"Canyon City town, Oregon",832,15,792,15,7,41,10950,2017
1865,"Granite city, Oregon",9,0,9,0,0,41,30500,2017
1866,"Monument city, Oregon",75,0,67,0,4,41,49750,2017
1867,"Rainier city, Oregon",2080,141,1834,22,28,41,60850,2017
1868,"Rose Lodge CDP, Oregon",1478,73,1346,0,15,41,63800,2017
1869,"Bunker Hill CDP, Oregon",1517,340,916,0,22,41,09600,2017
1870,"Powers city, Oregon",909,15,778,0,0,41,59600,2017
1871,"Lowell city, Oregon",1240,102,1156,0,37,41,44050,2017
1872,"Springfield city, Oregon",60823,7306,53240,343,863,41,69600,2017
1873,"Sodaville city, Oregon",439,0,350,2,6,41,68550,2017
1874,"Waterloo town, Oregon",213,9,211,0,0,41,79050,2017
1875,"Wallowa city, Oregon",732,18,673,0,0,41,78150,2017
1876,"Mosier city, Oregon",594,281,485,0,8,41,50050,2017
1877,"Wamic CDP, Oregon",55,0,55,0,0,41,78300,2017
1878,"Lafayette city, Oregon",3992,1393,3499,0,40,41,40300,2017
1879,"Yamhill city, Oregon",1379,61,1260,0,11,41,84250,2017
1880,"Adair Village city, Oregon",1040,42,877,61,33,41,00275,2017
1881,"Corvallis city, Oregon",56224,4416,47074,639,5207,41,15800,2017
1882,"Glide CDP, Oregon",1533,0,1297,30,0,41,29750,2017
1883,"Elkton city, Oregon",215,0,192,0,0,41,22800,2017
1884,"Willamina city, Oregon",2188,99,1964,0,2,41,82350,2017
1885,"Gladstone city, Oregon",11936,1741,10386,126,287,41,29000,2017
1886,"Canyonville city, Oregon",2043,92,1843,0,18,41,11000,2017
1887,"Mosier city, Oregon",431,115,363,0,8,41,50050,2018
1888,"Wamic CDP, Oregon",62,0,62,0,0,41,78300,2018
1889,"Lafayette city, Oregon",4105,1327,3624,0,39,41,40300,2018
1890,"Yamhill city, Oregon",1353,106,1154,0,34,41,84250,2018
1891,"Adair Village city, Oregon",1189,82,998,60,33,41,00275,2018
1892,"Corvallis city, Oregon",57213,4530,47154,662,5737,41,15800,2018
1893,"Glide CDP, Oregon",1235,0,1177,0,0,41,29750,2018
1894,"Elkton city, Oregon",226,0,209,0,0,41,22800,2018
1895,"Willamina city, Oregon",2412,154,2174,3,5,41,82350,2018
1896,"Gladstone city, Oregon",12045,1606,10551,119,185,41,29000,2018
1897,"Canyonville city, Oregon",1787,79,1648,0,12,41,11000,2018
1898,"Hebo CDP, Oregon",159,0,159,0,0,41,33100,2018
1899,"Adams city, Oregon",429,1,376,0,0,41,00350,2018
1900,"Warm Springs CDP, Oregon",3311,203,166,22,4,41,78600,2018
1901,"Stanfield city, Oregon",2751,1011,2318,0,12,41,69900,2018
1902,"Sheridan city, Oregon",6106,884,4932,322,148,41,67050,2018
1903,"Cove city, Oregon",728,15,698,1,0,41,16250,2018
1904,"Millersburg city, Oregon",1646,145,1504,9,31,41,48300,2018
1905,"Dayville town, Oregon",127,0,125,0,0,41,18300,2018
1906,"Boardman city, Oregon",3340,2199,2828,0,28,41,07200,2018
1907,"Condon city, Oregon",655,0,649,0,0,41,15000,2018
1908,"Salem city, Oregon",166756,38350,134877,2548,4505,41,64900,2018
1909,"Mount Angel city, Oregon",3502,1006,2928,24,25,41,50150,2018
1910,"Rivergrove city, Oregon",509,22,404,0,61,41,62250,2018
1911,"Independence city, Oregon",9556,3369,8542,19,33,41,36150,2018
1912,"Gearhart city, Oregon",1531,39,1490,0,33,41,28450,2018
1913,"Prairie City city, Oregon",636,0,592,0,0,41,59650,2018
1914,"McMinnville city, Oregon",33662,7799,29319,446,497,41,45000,2018
1915,"Madras city, Oregon",6674,2700,5073,94,94,41,45250,2018
1916,"Coburg city, Oregon",1144,94,1034,14,9,41,14400,2018
1917,"Brownsville city, Oregon",1867,83,1707,0,0,41,09050,2018
1918,"Stayton city, Oregon",8025,1514,6916,135,17,41,70200,2018
1919,"Aurora city, Oregon",1254,151,1190,3,11,41,03300,2018
1920,"Wasco city, Oregon",371,5,347,2,0,41,78950,2018
1921,"Tangent city, Oregon",1137,41,1098,0,0,41,72600,2018
1922,"Forest Grove city, Oregon",23923,5597,19029,141,981,41,26200,2018
1923,"Hayesville CDP, Oregon",22272,9666,15033,1089,776,41,32850,2018
1924,"Parkdale CDP, Oregon",407,119,385,0,22,41,56500,2018
1925,"Medford city, Oregon",80051,13026,71336,650,1216,41,47000,2018
1926,"Imbler city, Oregon",361,2,356,3,0,41,36050,2018
1927,"Tygh Valley CDP, Oregon",201,0,201,0,0,41,75500,2018
1928,"Amity city, Oregon",1782,311,1446,6,9,41,02000,2018
1929,"Klamath Falls city, Oregon",21138,2798,18263,420,183,41,39700,2018
1930,"Port Orford city, Oregon",950,11,917,0,0,41,59250,2018
1931,"Nyssa city, Oregon",3175,2163,2879,15,19,41,53750,2018
1932,"Mount Vernon city, Oregon",472,2,460,0,0,41,50250,2018
1933,"North Powder city, Oregon",490,50,471,0,0,41,53300,2018
1934,"Winston city, Oregon",5406,665,4910,0,11,41,83400,2018
1935,"Clatskanie city, Oregon",1668,171,1428,0,10,41,13750,2018
1936,"Depoe Bay city, Oregon",1772,102,1667,0,32,41,18850,2018
1937,"Barview CDP, Oregon",2066,58,1897,42,62,41,04400,2018
1938,"Coos Bay city, Oregon",16176,1284,13989,221,215,41,15250,2018
1939,"Harrisburg city, Oregon",3741,563,3014,0,0,41,32550,2018
1940,"Scio city, Oregon",766,10,707,8,0,41,65650,2018
1941,"Sweet Home city, Oregon",9435,388,9013,23,42,41,71950,2018
1942,"Gold Beach city, Oregon",2208,96,2027,0,10,41,29900,2018
1943,"Warrenton city, Oregon",5453,736,4902,22,37,41,78900,2018
