,GEOIDFQ,median_household_income,owner_occupied_units,renter_occupied_units,median_home_value,state,county,TRACTCE,year,owner_renter_ratio
846,1400000US48029181302,44739,2187,3830,129400.0,48,029,181302,2014,0.5710182767624021
847,1400000US48029180902,38212,4461,2990,84600.0,48,029,180902,2014,1.4919732441471572
848,1400000US48029181003,36720,550,5363,91600.0,48,029,181003,2014,0.10255454036919634
849,1400000US48029181005,27000,202,3541,121400.0,48,029,181005,2014,0.057046032194295396
850,1400000US48029181506,42675,2217,2152,136900.0,48,029,181506,2014,1.0302044609665428
851,1400000US48029181715,48642,3796,2645,97300.0,48,029,181715,2014,1.4351606805293005
852,1400000US48029181808,42375,503,921,245400.0,48,029,181808,2014,0.5461454940282302
853,1400000US48029191408,35142,131,3030,133800.0,48,029,191408,2014,0.043234323432343236
854,1400000US48029182102,120712,6855,680,288700.0,48,029,182102,2014,10.080882352941176
855,1400000US48029191101,101579,1216,344,238200.0,48,029,191101,2014,3.5348837209302326
856,1400000US48029191406,111552,6103,1270,294300.0,48,029,191406,2014,4.805511811023622
857,1400000US48029191409,35543,1269,5425,153700.0,48,029,191409,2014,0.23391705069124424
858,1400000US48029181704,57647,4257,1504,110000.0,48,029,181704,2014,2.8304521276595747
859,1400000US48029181711,87582,6899,1039,143400.0,48,029,181711,2014,6.640038498556304
860,1400000US48029160702,21812,2185,2608,67600.0,48,029,160702,2014,0.8378067484662577
861,1400000US48029161600,39868,2601,2215,75100.0,48,029,161600,2014,1.1742663656884875
862,1400000US48029170200,20018,2524,2865,62100.0,48,029,170200,2014,0.8809773123909249
863,1400000US48029131601,63690,1624,1084,167600.0,48,029,131601,2014,1.4981549815498154
864,1400000US48029131700,90357,11,1038,,48,029,131700,2014,0.010597302504816955
865,1400000US48029141200,33953,4033,2495,78100.0,48,029,141200,2014,1.6164328657314628
866,1400000US48029150100,30348,3166,2235,63300.0,48,029,150100,2014,1.4165548098434004
867,1400000US48029150600,30345,2742,1960,68600.0,48,029,150600,2014,1.3989795918367347
868,1400000US48029151100,42891,4900,2127,70900.0,48,029,151100,2014,2.30371415138693
869,1400000US48029151400,33076,2542,2159,81000.0,48,029,151400,2014,1.1773969430291802
870,1400000US48029172002,67182,7363,2406,165600.0,48,029,172002,2014,3.0602660016625105
871,1400000US48029121205,32409,1428,2769,92000.0,48,029,121205,2014,0.5157096424702059
872,1400000US48029121116,50707,3104,2028,163900.0,48,029,121116,2014,1.5305719921104537
873,1400000US48029121118,65634,3510,2485,205400.0,48,029,121118,2014,1.4124748490945673
874,1400000US48029121203,41052,2501,1738,76600.0,48,029,121203,2014,1.4390103567318757
875,1400000US48029121206,56290,5857,2303,109400.0,48,029,121206,2014,2.5432045158488927
876,1400000US48029121402,51481,4285,1600,94800.0,48,029,121402,2014,2.678125
877,1400000US48029121803,57813,3276,1524,104000.0,48,029,121803,2014,2.1496062992125986
878,1400000US48029121804,56069,3185,4094,110600.0,48,029,121804,2014,0.7779677576941866
879,1400000US48029130800,27818,2252,3439,73700.0,48,029,130800,2014,0.6548415236987496
880,1400000US48029131100,27017,1357,1327,59400.0,48,029,131100,2014,1.0226073850791257
881,1400000US48029120300,110086,5958,1351,459700.0,48,029,120300,2014,4.410066617320504
882,1400000US48029120501,33514,4076,4088,88500.0,48,029,120501,2014,0.99706457925636
883,1400000US48029121115,81688,4406,899,186200.0,48,029,121115,2014,4.9010011123470525
884,1400000US48029121117,65957,2275,2102,179000.0,48,029,121117,2014,1.082302568981922
885,1400000US48029130200,28873,768,1390,53800.0,48,029,130200,2014,0.5525179856115108
886,1400000US48029141000,28491,1397,2196,59700.0,48,029,141000,2014,0.6361566484517304
887,1400000US48029151600,41587,4957,2368,80600.0,48,029,151600,2014,2.0933277027027026
888,1400000US48029151700,46462,5274,1812,86100.0,48,029,151700,2014,2.910596026490066
889,1400000US48029160701,41065,2838,444,66200.0,48,029,160701,2014,6.391891891891892
890,1400000US48029171801,34152,3494,2253,84000.0,48,029,171801,2014,1.550821127385708
891,1400000US48029180201,30332,1814,2802,67500.0,48,029,180201,2014,0.6473947180585297
892,1400000US48029181200,72423,3645,873,185300.0,48,029,181200,2014,4.175257731958763
893,1400000US48029181301,55077,1333,3320,173800.0,48,029,181301,2014,0.4015060240963855
894,1400000US48029181402,21908,168,1842,115200.0,48,029,181402,2014,0.09120521172638436
895,1400000US48029131506,43667,2106,1153,87900.0,48,029,131506,2014,1.826539462272333
896,1400000US48029131507,31774,3239,3712,70300.0,48,029,131507,2014,0.8725754310344828
897,1400000US48029131608,50278,2295,3335,149900.0,48,029,131608,2014,0.6881559220389805
898,1400000US48029131609,72225,5504,3483,128700.0,48,029,131609,2014,1.5802469135802468
899,1400000US48029131610,66250,3548,2007,102200.0,48,029,131610,2014,1.7678126557050324
900,1400000US48029131611,78938,939,392,115400.0,48,029,131611,2014,2.395408163265306
901,1400000US48029121701,50147,2609,1354,139100.0,48,029,121701,2014,1.9268833087149189
902,1400000US48029121119,60018,3118,2320,140500.0,48,029,121119,2014,1.3439655172413794
903,1400000US48029121120,62912,3060,2517,124000.0,48,029,121120,2014,1.2157330154946364
904,1400000US48029121121,96203,3102,130,188000.0,48,029,121121,2014,23.861538461538462
905,1400000US48029980100,54333,0,151,,48,029,980100,2014,0.0
906,1400000US48029140600,31513,1501,1132,67800.0,48,029,140600,2014,1.3259717314487633
907,1400000US48029140700,30183,3302,1381,80800.0,48,029,140700,2014,2.391020999275887
908,1400000US48029141300,48275,3383,2187,98200.0,48,029,141300,2014,1.5468678555098307
909,1400000US48029141402,62422,3440,549,134400.0,48,029,141402,2014,6.265938069216758
910,1400000US48029110100,39854,162,2473,450000.0,48,029,110100,2014,0.06550748079255965
911,1400000US48029120902,51110,1493,5327,286000.0,48,029,120902,2014,0.28027032100619487
912,1400000US48029121403,34254,2024,3272,105300.0,48,029,121403,2014,0.6185819070904646
913,1400000US48029121604,65479,5054,3029,135700.0,48,029,121604,2014,1.6685374711125784
914,1400000US48029130600,21667,2128,2393,50600.0,48,029,130600,2014,0.8892603426661095
915,1400000US48029140200,26653,1678,832,81000.0,48,029,140200,2014,2.016826923076923
916,1400000US48029181718,70373,4223,1096,136900.0,48,029,181718,2014,3.853102189781022
917,1400000US48029181811,74955,2873,1057,153700.0,48,029,181811,2014,2.718070009460738
918,1400000US48029190200,46641,2441,1867,198700.0,48,029,190200,2014,1.3074450990894484
919,1400000US48029190501,39356,1727,932,90500.0,48,029,190501,2014,1.8530042918454936
920,1400000US48029181705,42316,2522,2805,126000.0,48,029,181705,2014,0.899108734402852
921,1400000US48029151200,40362,5684,4461,76600.0,48,029,151200,2014,1.2741537771800044
922,1400000US48029110700,20102,367,1404,59100.0,48,029,110700,2014,0.2613960113960114
923,1400000US48029190400,66042,1292,806,424300.0,48,029,190400,2014,1.6029776674937966
924,1400000US48029121108,48278,3851,3079,177500.0,48,029,121108,2014,1.250730756739201
925,1400000US48029150800,13816,596,2784,68000.0,48,029,150800,2014,0.21408045977011494
926,1400000US48029171200,28883,2516,1753,61200.0,48,029,171200,2014,1.4352538505419281
927,1400000US48029141800,43384,3512,1182,86100.0,48,029,141800,2014,2.9712351945854483
928,1400000US48029171912,83077,5526,738,156400.0,48,029,171912,2014,7.487804878048781
929,1400000US48029181712,72548,3140,639,135700.0,48,029,181712,2014,4.913928012519562
930,1400000US48029181602,38690,3157,3136,98400.0,48,029,181602,2014,1.0066964285714286
931,1400000US48029121505,57266,3538,1259,103500.0,48,029,121505,2014,2.8101667990468626
932,1400000US48029140300,27458,2045,1411,61800.0,48,029,140300,2014,1.4493267186392629
933,1400000US48029152000,40179,531,1603,142000.0,48,029,152000,2014,0.3312538989394885
934,1400000US48029170101,29512,1858,2016,47300.0,48,029,170101,2014,0.9216269841269841
935,1400000US48029171802,31287,2417,4365,62200.0,48,029,171802,2014,0.5537227949599084
936,1400000US48029110900,55066,93,697,350000.0,48,029,110900,2014,0.133428981348637
937,1400000US48029111000,27156,716,1163,91400.0,48,029,111000,2014,0.6156491831470335
938,1400000US48029121122,77500,4615,697,160100.0,48,029,121122,2014,6.621233859397417
939,1400000US48029121605,55756,1378,641,103700.0,48,029,121605,2014,2.1497659906396254
940,1400000US48029121606,53854,2841,2288,105200.0,48,029,121606,2014,1.2416958041958042
941,1400000US48029121702,79269,4178,2891,192300.0,48,029,121702,2014,1.4451746800415082
942,1400000US48029121808,73456,2693,654,147100.0,48,029,121808,2014,4.117737003058104
943,1400000US48029121809,67745,4207,764,127900.0,48,029,121809,2014,5.5065445026178015
944,1400000US48029121810,75361,3831,1058,145900.0,48,029,121810,2014,3.6209829867674856
945,1400000US48029121811,77599,4391,460,168500.0,48,029,121811,2014,9.545652173913043
946,1400000US48029121812,62872,5136,1027,135500.0,48,029,121812,2014,5.0009737098344695
947,1400000US48029121813,54018,1159,403,117000.0,48,029,121813,2014,2.8759305210918114
948,1400000US48029121903,106282,4446,681,222600.0,48,029,121903,2014,6.52863436123348
949,1400000US48029121904,110882,3061,521,193300.0,48,029,121904,2014,5.8752399232245685
950,1400000US48029121905,100375,3850,1813,349400.0,48,029,121905,2014,2.1235521235521237
951,1400000US48029121906,92821,3384,1846,201900.0,48,029,121906,2014,1.8331527627302275
952,1400000US48029171903,43278,3840,3096,75000.0,48,029,171903,2014,1.2403100775193798
953,1400000US48029180202,32370,2334,2651,98300.0,48,029,180202,2014,0.8804224820822332
954,1400000US48029180501,24525,2356,2325,90400.0,48,029,180501,2014,1.0133333333333334
955,1400000US48029180800,28063,277,2015,95000.0,48,029,180800,2014,0.13746898263027296
956,1400000US48029170800,17813,593,651,55200.0,48,029,170800,2014,0.9109062980030722
957,1400000US48029110600,12595,428,2314,73600.0,48,029,110600,2014,0.18496110630942092
958,1400000US48029110800,27615,561,959,82500.0,48,029,110800,2014,0.5849843587069864
959,1400000US48029120800,79915,5719,827,245500.0,48,029,120800,2014,6.915356711003628
960,1400000US48029121111,57612,4762,1700,111300.0,48,029,121111,2014,2.8011764705882354
961,1400000US48029120400,113438,5145,792,385300.0,48,029,120400,2014,6.496212121212121
962,1400000US48029141101,23442,980,2955,78600.0,48,029,141101,2014,0.3316412859560068
963,1400000US48029141102,25644,1470,1994,74100.0,48,029,141102,2014,0.7372116349047142
964,1400000US48029141403,45697,2223,1832,84400.0,48,029,141403,2014,1.2134279475982532
965,1400000US48029141404,46534,3779,1423,89600.0,48,029,141404,2014,2.6556570625439213
966,1400000US48029151301,36149,4235,1673,77400.0,48,029,151301,2014,2.5313807531380754
967,1400000US48029151302,42898,2284,1102,75000.0,48,029,151302,2014,2.072595281306715
968,1400000US48029152201,44779,7001,1253,59800.0,48,029,152201,2014,5.587390263367917
969,1400000US48029152202,50250,3241,1340,81600.0,48,029,152202,2014,2.4186567164179102
970,1400000US48029160501,16853,1204,2843,67800.0,48,029,160501,2014,0.4234963067182554
971,1400000US48029160901,33144,1542,1343,71800.0,48,029,160901,2014,1.1481757259865972
972,1400000US48029160902,30288,2911,2215,56700.0,48,029,160902,2014,1.3142212189616254
973,1400000US48029160502,38682,2305,1783,74800.0,48,029,160502,2014,1.2927650028042625
974,1400000US48029161303,33234,2976,2282,61800.0,48,029,161303,2014,1.3041191936897458
975,1400000US48029161304,28750,2853,1587,56500.0,48,029,161304,2014,1.7977315689981097
976,1400000US48029161400,58750,0,1375,,48,029,161400,2014,0.0
977,1400000US48029161504,38304,2712,1973,74000.0,48,029,161504,2014,1.3745565129244806
978,1400000US48029161503,39098,2573,1450,69000.0,48,029,161503,2014,1.7744827586206897
979,1400000US48029161801,58142,2744,994,127700.0,48,029,161801,2014,2.76056338028169
980,1400000US48029161802,42423,4426,3294,89700.0,48,029,161802,2014,1.3436551305403766
981,1400000US48029161901,55040,774,374,95700.0,48,029,161901,2014,2.06951871657754
982,1400000US48029161902,55079,6427,1064,115300.0,48,029,161902,2014,6.040413533834586
983,1400000US48029162003,42621,3746,1451,72500.0,48,029,162003,2014,2.5816678152997934
984,1400000US48029162004,32172,2810,901,94400.0,48,029,162004,2014,3.118756936736959
985,1400000US48029171301,28145,1912,886,70300.0,48,029,171301,2014,2.1580135440180586
986,1400000US48029171302,38036,2357,863,77400.0,48,029,171302,2014,2.73117033603708
987,1400000US48029140800,30488,3960,1626,68100.0,48,029,140800,2014,2.4354243542435423
988,1400000US48029150502,30300,2842,1384,62300.0,48,029,150502,2014,2.0534682080924855
989,1400000US48029150700,30291,2961,3132,55900.0,48,029,150700,2014,0.9454022988505747
990,1400000US48029160100,26567,3930,2680,57900.0,48,029,160100,2014,1.4664179104477613
991,1400000US48029170500,29272,2901,1523,75200.0,48,029,170500,2014,1.9047931713722914
992,1400000US48029180504,31957,3048,1575,79200.0,48,029,180504,2014,1.9352380952380952
993,1400000US48029120502,36875,2581,2846,83300.0,48,029,120502,2014,0.9068868587491216
994,1400000US48029120701,37865,2120,2787,151400.0,48,029,120701,2014,0.7606745604592752
995,1400000US48029121504,66354,5284,2462,117400.0,48,029,121504,2014,2.146222583265638
996,1400000US48029150300,25566,3064,1517,56200.0,48,029,150300,2014,2.0197758734344102
997,1400000US48029160200,35873,1612,675,70800.0,48,029,160200,2014,2.388148148148148
998,1400000US48029131612,56477,1658,226,131400.0,48,029,131612,2014,7.336283185840708
999,1400000US48029131613,67269,3783,1143,124700.0,48,029,131613,2014,3.309711286089239
1000,1400000US48029190800,111359,1722,301,631800.0,48,029,190800,2014,5.72093023255814
1001,1400000US48029190901,36901,2071,3742,124100.0,48,029,190901,2014,0.5534473543559594
1002,1400000US48029150900,34500,4630,1138,65800.0,48,029,150900,2014,4.068541300527241
1003,1400000US48029171402,32273,4659,673,71400.0,48,029,171402,2014,6.922734026745914
1004,1400000US48029171401,32165,3099,1997,86100.0,48,029,171401,2014,1.5518277416124187
1005,1400000US48029171501,27764,1421,976,70100.0,48,029,171501,2014,1.4559426229508197
1006,1400000US48029171502,27500,3520,1558,56400.0,48,029,171502,2014,2.2593068035943515
1007,1400000US48029171601,30401,2839,1713,67600.0,48,029,171601,2014,1.6573263280793928
1008,1400000US48029171602,35217,2221,1303,66900.0,48,029,171602,2014,1.7045280122793554
1009,1400000US48029171913,39675,2780,2662,91000.0,48,029,171913,2014,1.0443275732531931
1010,1400000US48029181727,56210,2338,1301,118500.0,48,029,181727,2014,1.7970791698693314
1011,1400000US48029181728,67136,7919,3389,129900.0,48,029,181728,2014,2.336677485984066
1012,1400000US48029181729,80634,4264,655,168600.0,48,029,181729,2014,6.509923664122137
1013,1400000US48029181730,55035,2987,1110,117800.0,48,029,181730,2014,2.690990990990991
1014,1400000US48029181731,65789,6411,966,124600.0,48,029,181731,2014,6.636645962732919
1015,1400000US48029181813,49013,1859,4691,186600.0,48,029,181813,2014,0.3962907695587295
1016,1400000US48029181814,56628,1615,2184,189200.0,48,029,181814,2014,0.7394688644688645
1017,1400000US48029181816,85368,4201,418,159300.0,48,029,181816,2014,10.05023923444976
1018,1400000US48029181815,65321,1991,1808,170300.0,48,029,181815,2014,1.101216814159292
1019,1400000US48029181817,66292,2215,1271,163400.0,48,029,181817,2014,1.7427222659323367
1020,1400000US48029181818,49198,2379,2499,146800.0,48,029,181818,2014,0.9519807923169268
1021,1400000US48029181819,63404,3259,2898,168100.0,48,029,181819,2014,1.124568668046929
1022,1400000US48029181820,23350,729,3280,237400.0,48,029,181820,2014,0.2222560975609756
1023,1400000US48029181821,66466,2359,1167,149100.0,48,029,181821,2014,2.0214224507283634
1024,1400000US48029181822,70045,3191,1829,147100.0,48,029,181822,2014,1.7446692181519956
1025,1400000US48029181824,82153,4333,1090,152600.0,48,029,181824,2014,3.975229357798165
1026,1400000US48029181825,86061,2376,947,211100.0,48,029,181825,2014,2.508975712777191
1027,1400000US48029181826,87605,5923,760,153300.0,48,029,181826,2014,7.793421052631579
1028,1400000US48029181823,64392,1531,1421,160000.0,48,029,181823,2014,1.0774102744546095
1029,1400000US48029181901,35045,731,2962,286500.0,48,029,181901,2014,0.24679270762997974
1030,1400000US48029181902,145729,5081,1222,378900.0,48,029,181902,2014,4.157937806873977
1031,1400000US48029182001,91969,4445,778,205800.0,48,029,182001,2014,5.713367609254499
1032,1400000US48029182002,119097,8311,1006,303500.0,48,029,182002,2014,8.261431411530815
1033,1400000US48029182003,82247,2693,1047,239600.0,48,029,182003,2014,2.572110792741165
1034,1400000US48029182105,116856,2355,108,286900.0,48,029,182105,2014,21.805555555555557
1035,1400000US48029182106,116758,6158,226,290600.0,48,029,182106,2014,27.24778761061947
1036,1400000US48029190503,34167,1953,1628,109600.0,48,029,190503,2014,1.1996314496314497
1037,1400000US48029190504,37267,1651,931,79800.0,48,029,190504,2014,1.7733619763694952
1038,1400000US48029190603,40847,1799,1023,74100.0,48,029,190603,2014,1.758553274682307
1039,1400000US48029191005,37757,1325,1016,69800.0,48,029,191005,2014,1.3041338582677164
1040,1400000US48029191006,31147,4295,1988,73300.0,48,029,191006,2014,2.16046277665996
1041,1400000US48029181503,48416,1665,5133,138000.0,48,029,181503,2014,0.3243717124488603
1042,1400000US48029181703,67578,5052,2036,170400.0,48,029,181703,2014,2.481335952848723
1043,1400000US48029180300,29826,2371,1633,82800.0,48,029,180300,2014,1.4519289650949174
1044,1400000US48029181716,51813,4516,2717,91600.0,48,029,181716,2014,1.6621273463378727
1045,1400000US48029191003,29765,2988,4758,90800.0,48,029,191003,2014,0.6279949558638083
1046,1400000US48029121404,28075,2137,2364,71400.0,48,029,121404,2014,0.9039763113367174
1047,1400000US48029190700,32705,1396,1352,90900.0,48,029,190700,2014,1.032544378698225
1048,1400000US48029190902,50750,3126,850,114700.0,48,029,190902,2014,3.6776470588235295
1049,1400000US48029181001,51108,1692,2160,113600.0,48,029,181001,2014,0.7833333333333333
1050,1400000US48029181004,40929,437,4794,147700.0,48,029,181004,2014,0.09115561118064247
1051,1400000US48029182103,111958,2282,138,321700.0,48,029,182103,2014,16.536231884057973
1052,1400000US48029190100,27241,1338,1860,79900.0,48,029,190100,2014,0.7193548387096774
1053,1400000US48029121907,98489,8941,1859,218100.0,48,029,121907,2014,4.809575040344271
1054,1400000US48029121908,107902,2270,185,281000.0,48,029,121908,2014,12.27027027027027
1055,1400000US48029121909,70199,3885,1642,168600.0,48,029,121909,2014,2.3660170523751525
1056,1400000US48029121910,91659,3616,786,188100.0,48,029,121910,2014,4.600508905852418
1057,1400000US48029130402,21262,1750,2491,54200.0,48,029,130402,2014,0.7025291047771979
1058,1400000US48029131503,55560,2565,1182,90500.0,48,029,131503,2014,2.1700507614213196
1059,1400000US48029131504,51071,2101,1290,75600.0,48,029,131504,2014,1.6286821705426358
1060,1400000US48029130401,27411,2369,1401,64800.0,48,029,130401,2014,1.6909350463954318
1061,1400000US48029131401,60167,5350,2089,105100.0,48,029,131401,2014,2.5610339875538535
1062,1400000US48029131402,47855,2220,525,84700.0,48,029,131402,2014,4.228571428571429
1063,1400000US48029131505,62212,2983,810,111600.0,48,029,131505,2014,3.6827160493827162
1064,1400000US48029171917,77716,6471,2906,144900.0,48,029,171917,2014,2.2267721954576736
1065,1400000US48029171914,61062,4851,790,104200.0,48,029,171914,2014,6.140506329113924
1066,1400000US48029171915,72232,1679,547,107800.0,48,029,171915,2014,3.069469835466179
1067,1400000US48029171916,69482,6115,1935,151800.0,48,029,171916,2014,3.160206718346253
1068,1400000US48029171918,72442,3402,2377,154800.0,48,029,171918,2014,1.4312158182583088
1069,1400000US48029171919,56891,3163,637,122800.0,48,029,171919,2014,4.965463108320251
1070,1400000US48029171920,60725,6409,2724,100200.0,48,029,171920,2014,2.3527900146842877
1071,1400000US48029171921,46885,3572,2045,90800.0,48,029,171921,2014,1.7466992665036676
1072,1400000US48029171922,61250,2544,784,107700.0,48,029,171922,2014,3.2448979591836733
1073,1400000US48029171923,54162,5457,3590,118500.0,48,029,171923,2014,1.5200557103064067
1074,1400000US48029171924,79391,2444,2740,220000.0,48,029,171924,2014,0.891970802919708
1075,1400000US48029171925,70381,7196,2023,140700.0,48,029,171925,2014,3.557093425605536
1076,1400000US48029172003,85720,3826,2480,162700.0,48,029,172003,2014,1.542741935483871
1077,1400000US48029172004,88452,3577,263,261500.0,48,029,172004,2014,13.600760456273765
1078,1400000US48029172005,81471,4266,839,231500.0,48,029,172005,2014,5.084624553039332
1079,1400000US48029172006,85648,6401,1126,187300.0,48,029,172006,2014,5.684724689165186
1080,1400000US48029172007,96250,8472,1358,180400.0,48,029,172007,2014,6.238586156111929
1081,1400000US48029180101,49491,3295,1635,124700.0,48,029,180101,2014,2.015290519877676
1082,1400000US48029181403,41677,619,6069,103500.0,48,029,181403,2014,0.10199373867193937
1083,1400000US48029181722,82222,3969,798,145100.0,48,029,181722,2014,4.973684210526316
1084,1400000US48029180102,35125,1412,586,113300.0,48,029,180102,2014,2.409556313993174
1085,1400000US48029180603,39271,724,1002,120700.0,48,029,180603,2014,0.7225548902195609
1086,1400000US48029180604,45735,3511,2613,119300.0,48,029,180604,2014,1.3436662839647915
1087,1400000US48029181404,45930,286,4723,119000.0,48,029,181404,2014,0.06055473216176159
1088,1400000US48029181720,94745,4543,240,183600.0,48,029,181720,2014,18.929166666666667
1089,1400000US48029181721,79063,3465,461,148600.0,48,029,181721,2014,7.516268980477223
1090,1400000US48029181723,71559,3620,1357,119500.0,48,029,181723,2014,2.6676492262343405
1091,1400000US48029181724,105208,4870,650,168800.0,48,029,181724,2014,7.492307692307692
1092,1400000US48029181725,34530,1337,4153,117000.0,48,029,181725,2014,0.32193594991572355
1093,1400000US48029181726,80753,7329,2165,155600.0,48,029,181726,2014,3.3852193995381064
1094,1400000US48029131614,60250,3077,1034,128800.0,48,029,131614,2014,2.9758220502901356
1095,1400000US48029131615,56702,4496,2844,131700.0,48,029,131615,2014,1.580872011251758
1096,1400000US48029131801,72212,2190,318,145300.0,48,029,131801,2014,6.886792452830188
1097,1400000US48029131802,71056,4636,843,176400.0,48,029,131802,2014,5.499406880189798
1098,1400000US48029980100,54327,0,180,,48,029,980100,2015,0.0
1099,1400000US48029171903,39991,4288,3300,74700.0,48,029,171903,2015,1.2993939393939393
1100,1400000US48029180202,27305,2125,2740,106200.0,48,029,180202,2015,0.7755474452554745
1101,1400000US48029180501,24575,2343,2376,92700.0,48,029,180501,2015,0.9861111111111112
1102,1400000US48029180800,26788,242,2107,104800.0,48,029,180800,2015,0.11485524442335074
1103,1400000US48029170800,20039,672,710,56800.0,48,029,170800,2015,0.9464788732394366
1104,1400000US48029110600,12160,462,2043,91800.0,48,029,110600,2015,0.2261380323054332
1105,1400000US48029110800,27804,485,1129,143800.0,48,029,110800,2015,0.4295837023914969
1106,1400000US48029120800,85667,5776,793,257800.0,48,029,120800,2015,7.283732660781841
1107,1400000US48029121111,59291,4944,1683,113900.0,48,029,121111,2015,2.9376114081996434
1108,1400000US48029120400,113533,5286,535,408400.0,48,029,120400,2015,9.880373831775701
1109,1400000US48029131506,43835,2136,1229,96300.0,48,029,131506,2015,1.7379983726606998
1110,1400000US48029131507,33750,3409,3467,69400.0,48,029,131507,2015,0.9832708393423709
1111,1400000US48029131608,48991,2474,3290,151700.0,48,029,131608,2015,0.7519756838905776
1112,1400000US48029131609,71740,5501,3169,132600.0,48,029,131609,2015,1.7358788261281162
1113,1400000US48029131610,64696,3458,1824,104900.0,48,029,131610,2015,1.8958333333333333
1114,1400000US48029131611,78167,886,339,128100.0,48,029,131611,2015,2.6135693215339235
1115,1400000US48029161000,24097,1119,2657,60800.0,48,029,161000,2015,0.42115167482122695
1116,1400000US48029161501,40306,3803,4334,70900.0,48,029,161501,2015,0.8774803876326719
1117,1400000US48029162001,42026,1577,580,84600.0,48,029,162001,2015,2.7189655172413794
1118,1400000US48029170102,33958,2206,1591,51300.0,48,029,170102,2015,1.3865493400377122
1119,1400000US48029171100,23417,2570,1000,58500.0,48,029,171100,2015,2.57
1120,1400000US48029180702,34076,2422,4878,117200.0,48,029,180702,2015,0.4965149651496515
1121,1400000US48029180901,44158,3465,2054,92900.0,48,029,180901,2015,1.686952288218111
1122,1400000US48029181303,24336,231,3423,214500.0,48,029,181303,2015,0.06748466257668712
1123,1400000US48029181504,38046,1476,4476,139000.0,48,029,181504,2015,0.3297587131367292
1124,1400000US48029181601,47297,1680,1512,99600.0,48,029,181601,2015,1.1111111111111112
1125,1400000US48029120702,66402,1792,2763,271500.0,48,029,120702,2015,0.6485703944987332
1126,1400000US48029121300,65975,4861,1294,157000.0,48,029,121300,2015,3.7565687789799074
1127,1400000US48029121501,82472,6487,2141,137800.0,48,029,121501,2015,3.0298925735637554
1128,1400000US48029121507,44531,3224,1256,100200.0,48,029,121507,2015,2.56687898089172
1129,1400000US48029131200,29892,1215,1804,89200.0,48,029,131200,2015,0.6735033259423503
1130,1400000US48029140100,38438,788,942,69500.0,48,029,140100,2015,0.8365180467091295
1131,1400000US48029140400,37890,2070,1948,80200.0,48,029,140400,2015,1.0626283367556468
1132,1400000US48029141600,53534,4099,808,97800.0,48,029,141600,2015,5.073019801980198
1133,1400000US48029150400,32045,2438,1420,63800.0,48,029,150400,2015,1.7169014084507042
1134,1400000US48029151000,26791,1946,1492,71900.0,48,029,151000,2015,1.304289544235925
1135,1400000US48029152100,44564,3392,1007,74200.0,48,029,152100,2015,3.3684210526315788
1136,1400000US48029140800,31958,3875,1743,70300.0,48,029,140800,2015,2.223178427997705
1137,1400000US48029150502,27868,2708,1740,60900.0,48,029,150502,2015,1.5563218390804598
1138,1400000US48029150700,30413,3109,2960,58400.0,48,029,150700,2015,1.0503378378378379
1139,1400000US48029160100,22986,3560,2876,58800.0,48,029,160100,2015,1.2378303198887344
1140,1400000US48029170500,34088,2935,1858,69800.0,48,029,170500,2015,1.5796555435952637
1141,1400000US48029180504,35472,3327,1455,75300.0,48,029,180504,2015,2.2865979381443298
1142,1400000US48029120502,31218,2620,2781,82200.0,48,029,120502,2015,0.9421071556993887
1143,1400000US48029120701,33766,1967,3068,154000.0,48,029,120701,2015,0.6411342894393742
1144,1400000US48029190800,118917,1683,307,653300.0,48,029,190800,2015,5.482084690553746
1145,1400000US48029190901,37244,2037,3917,130600.0,48,029,190901,2015,0.5200408475874394
1146,1400000US48029150900,33706,4487,1585,66300.0,48,029,150900,2015,2.8309148264984225
1147,1400000US48029121701,47388,2496,1450,129100.0,48,029,121701,2015,1.7213793103448276
1148,1400000US48029121119,54505,2970,2292,146800.0,48,029,121119,2015,1.2958115183246073
1149,1400000US48029121120,65641,3562,1942,134900.0,48,029,121120,2015,1.8341915550978374
1150,1400000US48029121121,103300,3101,49,188200.0,48,029,121121,2015,63.285714285714285
1151,1400000US48029121504,65069,4820,2742,118900.0,48,029,121504,2015,1.7578409919766593
1152,1400000US48029150300,26333,3130,1983,62000.0,48,029,150300,2015,1.578416540595058
1153,1400000US48029160200,36458,1936,582,72900.0,48,029,160200,2015,3.3264604810996565
1154,1400000US48029190700,32120,1445,1476,89000.0,48,029,190700,2015,0.9789972899728997
1155,1400000US48029190902,55914,2561,1345,114900.0,48,029,190902,2015,1.904089219330855
1156,1400000US48029181001,51731,2086,2094,116400.0,48,029,181001,2015,0.9961795606494747
1157,1400000US48029181004,41106,383,4836,147300.0,48,029,181004,2015,0.07919768403639371
1158,1400000US48029182103,113333,2294,197,336700.0,48,029,182103,2015,11.644670050761421
1159,1400000US48029190100,26736,1242,1955,78000.0,48,029,190100,2015,0.6352941176470588
1160,1400000US48029181705,32348,2493,3065,122500.0,48,029,181705,2015,0.8133768352365416
1161,1400000US48029151200,45067,5720,3967,80600.0,48,029,151200,2015,1.4418956390219309
1162,1400000US48029110700,19279,430,1219,66800.0,48,029,110700,2015,0.3527481542247744
1163,1400000US48029190400,61998,1202,908,407500.0,48,029,190400,2015,1.3237885462555066
