,GEO_ID,B19013_001E,B25008_002E,B25008_003E,B25077_001E,state,county,tract,year
979,1400000US48029161801,58142,2744,994,127700,48,029,161801,2014
980,1400000US48029161802,42423,4426,3294,89700,48,029,161802,2014
981,1400000US48029161901,55040,774,374,95700,48,029,161901,2014
982,1400000US48029161902,55079,6427,1064,115300,48,029,161902,2014
983,1400000US48029162003,42621,3746,1451,72500,48,029,162003,2014
984,1400000US48029162004,32172,2810,901,94400,48,029,162004,2014
985,1400000US48029171301,28145,1912,886,70300,48,029,171301,2014
986,1400000US48029171302,38036,2357,863,77400,48,029,171302,2014
987,1400000US48029140800,30488,3960,1626,68100,48,029,140800,2014
988,1400000US48029150502,30300,2842,1384,62300,48,029,150502,2014
989,1400000US48029150700,30291,2961,3132,55900,48,029,150700,2014
990,1400000US48029160100,26567,3930,2680,57900,48,029,160100,2014
991,1400000US48029170500,29272,2901,1523,75200,48,029,170500,2014
992,1400000US48029180504,31957,3048,1575,79200,48,029,180504,2014
993,1400000US48029120502,36875,2581,2846,83300,48,029,120502,2014
994,1400000US48029120701,37865,2120,2787,151400,48,029,120701,2014
995,1400000US48029121504,66354,5284,2462,117400,48,029,121504,2014
996,1400000US48029150300,25566,3064,1517,56200,48,029,150300,2014
997,1400000US48029160200,35873,1612,675,70800,48,029,160200,2014
998,1400000US48029131612,56477,1658,226,131400,48,029,131612,2014
999,1400000US48029131613,67269,3783,1143,124700,48,029,131613,2014
1000,1400000US48029190800,111359,1722,301,631800,48,029,190800,2014
1001,1400000US48029190901,36901,2071,3742,124100,48,029,190901,2014
1002,1400000US48029150900,34500,4630,1138,65800,48,029,150900,2014
1003,1400000US48029171402,32273,4659,673,71400,48,029,171402,2014
1004,1400000US48029171401,32165,3099,1997,86100,48,029,171401,2014
1005,1400000US48029171501,27764,1421,976,70100,48,029,171501,2014
1006,1400000US48029171502,27500,3520,1558,56400,48,029,171502,2014
1007,1400000US48029171601,30401,2839,1713,67600,48,029,171601,2014
1008,1400000US48029171602,35217,2221,1303,66900,48,029,171602,2014
1009,1400000US48029171913,39675,2780,2662,91000,48,029,171913,2014
1010,1400000US48029181727,56210,2338,1301,118500,48,029,181727,2014
1011,1400000US48029181728,67136,7919,3389,129900,48,029,181728,2014
1012,1400000US48029181729,80634,4264,655,168600,48,029,181729,2014
1013,1400000US48029181730,55035,2987,1110,117800,48,029,181730,2014
1014,1400000US48029181731,65789,6411,966,124600,48,029,181731,2014
1015,1400000US48029181813,49013,1859,4691,186600,48,029,181813,2014
1016,1400000US48029181814,56628,1615,2184,189200,48,029,181814,2014
1017,1400000US48029181816,85368,4201,418,159300,48,029,181816,2014
1018,1400000US48029181815,65321,1991,1808,170300,48,029,181815,2014
1019,1400000US48029181817,66292,2215,1271,163400,48,029,181817,2014
1020,1400000US48029181818,49198,2379,2499,146800,48,029,181818,2014
1021,1400000US48029181819,63404,3259,2898,168100,48,029,181819,2014
1022,1400000US48029181820,23350,729,3280,237400,48,029,181820,2014
1023,1400000US48029181821,66466,2359,1167,149100,48,029,181821,2014
1024,1400000US48029181822,70045,3191,1829,147100,48,029,181822,2014
1025,1400000US48029181824,82153,4333,1090,152600,48,029,181824,2014
1026,1400000US48029181825,86061,2376,947,211100,48,029,181825,2014
1027,1400000US48029181826,87605,5923,760,153300,48,029,181826,2014
1028,1400000US48029181823,64392,1531,1421,160000,48,029,181823,2014
1029,1400000US48029181901,35045,731,2962,286500,48,029,181901,2014
1030,1400000US48029181902,145729,5081,1222,378900,48,029,181902,2014
1031,1400000US48029182001,91969,4445,778,205800,48,029,182001,2014
1032,1400000US48029182002,119097,8311,1006,303500,48,029,182002,2014
1033,1400000US48029182003,82247,2693,1047,239600,48,029,182003,2014
1034,1400000US48029182105,116856,2355,108,286900,48,029,182105,2014
1035,1400000US48029182106,116758,6158,226,290600,48,029,182106,2014
1036,1400000US48029190503,34167,1953,1628,109600,48,029,190503,2014
1037,1400000US48029190504,37267,1651,931,79800,48,029,190504,2014
1038,1400000US48029190603,40847,1799,1023,74100,48,029,190603,2014
1039,1400000US48029191005,37757,1325,1016,69800,48,029,191005,2014
1040,1400000US48029191006,31147,4295,1988,73300,48,029,191006,2014
1041,1400000US48029181503,48416,1665,5133,138000,48,029,181503,2014
1042,1400000US48029181703,67578,5052,2036,170400,48,029,181703,2014
1043,1400000US48029180300,29826,2371,1633,82800,48,029,180300,2014
1044,1400000US48029181716,51813,4516,2717,91600,48,029,181716,2014
1045,1400000US48029191003,29765,2988,4758,90800,48,029,191003,2014
1046,1400000US48029121404,28075,2137,2364,71400,48,029,121404,2014
1047,1400000US48029190700,32705,1396,1352,90900,48,029,190700,2014
1048,1400000US48029190902,50750,3126,850,114700,48,029,190902,2014
1049,1400000US48029181001,51108,1692,2160,113600,48,029,181001,2014
1050,1400000US48029181004,40929,437,4794,147700,48,029,181004,2014
1051,1400000US48029182103,111958,2282,138,321700,48,029,182103,2014
1052,1400000US48029190100,27241,1338,1860,79900,48,029,190100,2014
1053,1400000US48029121907,98489,8941,1859,218100,48,029,121907,2014
1054,1400000US48029121908,107902,2270,185,281000,48,029,121908,2014
1055,1400000US48029121909,70199,3885,1642,168600,48,029,121909,2014
1056,1400000US48029121910,91659,3616,786,188100,48,029,121910,2014
1057,1400000US48029130402,21262,1750,2491,54200,48,029,130402,2014
1058,1400000US48029131503,55560,2565,1182,90500,48,029,131503,2014
1059,1400000US48029131504,51071,2101,1290,75600,48,029,131504,2014
1060,1400000US48029130401,27411,2369,1401,64800,48,029,130401,2014
1061,1400000US48029131401,60167,5350,2089,105100,48,029,131401,2014
1062,1400000US48029131402,47855,2220,525,84700,48,029,131402,2014
1063,1400000US48029131505,62212,2983,810,111600,48,029,131505,2014
1064,1400000US48029171917,77716,6471,2906,144900,48,029,171917,2014
1065,1400000US48029171914,61062,4851,790,104200,48,029,171914,2014
1066,1400000US48029171915,72232,1679,547,107800,48,029,171915,2014
1067,1400000US48029171916,69482,6115,1935,151800,48,029,171916,2014
1068,1400000US48029171918,72442,3402,2377,154800,48,029,171918,2014
1069,1400000US48029171919,56891,3163,637,122800,48,029,171919,2014
1070,1400000US48029171920,60725,6409,2724,100200,48,029,171920,2014
1071,1400000US48029171921,46885,3572,2045,90800,48,029,171921,2014
1072,1400000US48029171922,61250,2544,784,107700,48,029,171922,2014
1073,1400000US48029171923,54162,5457,3590,118500,48,029,171923,2014
1074,1400000US48029171924,79391,2444,2740,220000,48,029,171924,2014
1075,1400000US48029171925,70381,7196,2023,140700,48,029,171925,2014
1076,1400000US48029172003,85720,3826,2480,162700,48,029,172003,2014
1077,1400000US48029172004,88452,3577,263,261500,48,029,172004,2014
1078,1400000US48029172005,81471,4266,839,231500,48,029,172005,2014
1079,1400000US48029172006,85648,6401,1126,187300,48,029,172006,2014
1080,1400000US48029172007,96250,8472,1358,180400,48,029,172007,2014
1081,1400000US48029180101,49491,3295,1635,124700,48,029,180101,2014
1082,1400000US48029181403,41677,619,6069,103500,48,029,181403,2014
1083,1400000US48029181722,82222,3969,798,145100,48,029,181722,2014
1084,1400000US48029180102,35125,1412,586,113300,48,029,180102,2014
1085,1400000US48029180603,39271,724,1002,120700,48,029,180603,2014
1086,1400000US48029180604,45735,3511,2613,119300,48,029,180604,2014
1087,1400000US48029181404,45930,286,4723,119000,48,029,181404,2014
1088,1400000US48029181720,94745,4543,240,183600,48,029,181720,2014
1089,1400000US48029181721,79063,3465,461,148600,48,029,181721,2014
1090,1400000US48029181723,71559,3620,1357,119500,48,029,181723,2014
1091,1400000US48029181724,105208,4870,650,168800,48,029,181724,2014
1092,1400000US48029181725,34530,1337,4153,117000,48,029,181725,2014
1093,1400000US48029181726,80753,7329,2165,155600,48,029,181726,2014
1094,1400000US48029131614,60250,3077,1034,128800,48,029,131614,2014
1095,1400000US48029131615,56702,4496,2844,131700,48,029,131615,2014
1096,1400000US48029131801,72212,2190,318,145300,48,029,131801,2014
1097,1400000US48029131802,71056,4636,843,176400,48,029,131802,2014
1098,1400000US48029980100,54327,0,180,-666666666,48,029,980100,2015
1099,1400000US48029171903,39991,4288,3300,74700,48,029,171903,2015
1100,1400000US48029180202,27305,2125,2740,106200,48,029,180202,2015
1101,1400000US48029180501,24575,2343,2376,92700,48,029,180501,2015
1102,1400000US48029180800,26788,242,2107,104800,48,029,180800,2015
1103,1400000US48029170800,20039,672,710,56800,48,029,170800,2015
1104,1400000US48029110600,12160,462,2043,91800,48,029,110600,2015
1105,1400000US48029110800,27804,485,1129,143800,48,029,110800,2015
1106,1400000US48029120800,85667,5776,793,257800,48,029,120800,2015
1107,1400000US48029121111,59291,4944,1683,113900,48,029,121111,2015
1108,1400000US48029120400,113533,5286,535,408400,48,029,120400,2015
1109,1400000US48029131506,43835,2136,1229,96300,48,029,131506,2015
1110,1400000US48029131507,33750,3409,3467,69400,48,029,131507,2015
1111,1400000US48029131608,48991,2474,3290,151700,48,029,131608,2015
1112,1400000US48029131609,71740,5501,3169,132600,48,029,131609,2015
1113,1400000US48029131610,64696,3458,1824,104900,48,029,131610,2015
1114,1400000US48029131611,78167,886,339,128100,48,029,131611,2015
1115,1400000US48029161000,24097,1119,2657,60800,48,029,161000,2015
1116,1400000US48029161501,40306,3803,4334,70900,48,029,161501,2015
1117,1400000US48029162001,42026,1577,580,84600,48,029,162001,2015
1118,1400000US48029170102,33958,2206,1591,51300,48,029,170102,2015
1119,1400000US48029171100,23417,2570,1000,58500,48,029,171100,2015
1120,1400000US48029180702,34076,2422,4878,117200,48,029,180702,2015
1121,1400000US48029180901,44158,3465,2054,92900,48,029,180901,2015
1122,1400000US48029181303,24336,231,3423,214500,48,029,181303,2015
1123,1400000US48029181504,38046,1476,4476,139000,48,029,181504,2015
1124,1400000US48029181601,47297,1680,1512,99600,48,029,181601,2015
1125,1400000US48029120702,66402,1792,2763,271500,48,029,120702,2015
1126,1400000US48029121300,65975,4861,1294,157000,48,029,121300,2015
1127,1400000US48029121501,82472,6487,2141,137800,48,029,121501,2015
1128,1400000US48029121507,44531,3224,1256,100200,48,029,121507,2015
1129,1400000US48029131200,29892,1215,1804,89200,48,029,131200,2015
1130,1400000US48029140100,38438,788,942,69500,48,029,140100,2015
1131,1400000US48029140400,37890,2070,1948,80200,48,029,140400,2015
1132,1400000US48029141600,53534,4099,808,97800,48,029,141600,2015
1133,1400000US48029150400,32045,2438,1420,63800,48,029,150400,2015
1134,1400000US48029151000,26791,1946,1492,71900,48,029,151000,2015
1135,1400000US48029152100,44564,3392,1007,74200,48,029,152100,2015
1136,1400000US48029140800,31958,3875,1743,70300,48,029,140800,2015
1137,1400000US48029150502,27868,2708,1740,60900,48,029,150502,2015
1138,1400000US48029150700,30413,3109,2960,58400,48,029,150700,2015
1139,1400000US48029160100,22986,3560,2876,58800,48,029,160100,2015
1140,1400000US48029170500,34088,2935,1858,69800,48,029,170500,2015
1141,1400000US48029180504,35472,3327,1455,75300,48,029,180504,2015
1142,1400000US48029120502,31218,2620,2781,82200,48,029,120502,2015
1143,1400000US48029120701,33766,1967,3068,154000,48,029,120701,2015
1144,1400000US48029190800,118917,1683,307,653300,48,029,190800,2015
1145,1400000US48029190901,37244,2037,3917,130600,48,029,190901,2015
1146,1400000US48029150900,33706,4487,1585,66300,48,029,150900,2015
1147,1400000US48029121701,47388,2496,1450,129100,48,029,121701,2015
1148,1400000US48029121119,54505,2970,2292,146800,48,029,121119,2015
1149,1400000US48029121120,65641,3562,1942,134900,48,029,121120,2015
1150,1400000US48029121121,103300,3101,49,188200,48,029,121121,2015
1151,1400000US48029121504,65069,4820,2742,118900,48,029,121504,2015
1152,1400000US48029150300,26333,3130,1983,62000,48,029,150300,2015
1153,1400000US48029160200,36458,1936,582,72900,48,029,160200,2015
1154,1400000US48029190700,32120,1445,1476,89000,48,029,190700,2015
1155,1400000US48029190902,55914,2561,1345,114900,48,029,190902,2015
1156,1400000US48029181001,51731,2086,2094,116400,48,029,181001,2015
1157,1400000US48029181004,41106,383,4836,147300,48,029,181004,2015
1158,1400000US48029182103,113333,2294,197,336700,48,029,182103,2015
1159,1400000US48029190100,26736,1242,1955,78000,48,029,190100,2015
1160,1400000US48029181705,32348,2493,3065,122500,48,029,181705,2015
1161,1400000US48029151200,45067,5720,3967,80600,48,029,151200,2015
1162,1400000US48029110700,19279,430,1219,66800,48,029,110700,2015
1163,1400000US48029190400,61998,1202,908,407500,48,029,190400,2015
1164,1400000US48029121108,54414,3768,3587,187600,48,029,121108,2015
1165,1400000US48029171912,88309,5885,684,155500,48,029,171912,2015
1166,1400000US48029150800,14197,516,2886,64600,48,029,150800,2015
1167,1400000US48029171200,28350,2993,1700,55100,48,029,171200,2015
1168,1400000US48029141800,43365,2986,1257,86900,48,029,141800,2015
1169,1400000US48029181712,74957,3250,555,142000,48,029,181712,2015
1170,1400000US48029181602,38772,3536,2773,99900,48,029,181602,2015
1171,1400000US48029121505,59543,3631,1463,102600,48,029,121505,2015
1172,1400000US48029140300,29575,2171,1056,62400,48,029,140300,2015
1173,1400000US48029152000,37734,722,1597,150200,48,029,152000,2015
1174,1400000US48029170101,27863,2225,1908,47600,48,029,170101,2015
1175,1400000US48029171802,29620,1932,4465,69300,48,029,171802,2015
1176,1400000US48029141101,24865,1068,2990,75400,48,029,141101,2015
1177,1400000US48029141102,29375,1773,1542,75500,48,029,141102,2015
1178,1400000US48029141403,48125,2322,1895,88300,48,029,141403,2015
1179,1400000US48029141404,43500,3601,1712,89400,48,029,141404,2015
1180,1400000US48029151301,37652,3845,2047,74300,48,029,151301,2015
1181,1400000US48029151302,42083,1980,1163,77300,48,029,151302,2015
1182,1400000US48029152201,43732,6472,1194,74100,48,029,152201,2015
1183,1400000US48029152202,53778,3479,1273,77800,48,029,152202,2015
1184,1400000US48029160501,16939,1413,2456,67300,48,029,160501,2015
1185,1400000US48029160901,32826,1632,1460,69800,48,029,160901,2015
1186,1400000US48029160902,30927,3183,1685,59800,48,029,160902,2015
1187,1400000US48029161303,38084,3087,1934,61400,48,029,161303,2015
1188,1400000US48029181503,49013,1736,5107,144400,48,029,181503,2015
1189,1400000US48029181703,65725,5184,2060,180600,48,029,181703,2015
1190,1400000US48029180300,33618,2547,1732,85000,48,029,180300,2015
1191,1400000US48029121122,78242,4614,781,164700,48,029,121122,2015
1192,1400000US48029121605,60392,1579,607,103600,48,029,121605,2015
1193,1400000US48029121606,56052,2724,2361,104700,48,029,121606,2015
1194,1400000US48029121702,67003,4006,3186,200300,48,029,121702,2015
1195,1400000US48029121808,82167,2538,989,151300,48,029,121808,2015
1196,1400000US48029121809,66679,4011,1130,134700,48,029,121809,2015
1197,1400000US48029121810,73229,4042,759,149800,48,029,121810,2015
1198,1400000US48029121811,78979,4377,713,171100,48,029,121811,2015
1199,1400000US48029121812,61074,4799,1342,137500,48,029,121812,2015
1200,1400000US48029121813,57679,1180,276,118700,48,029,121813,2015
1201,1400000US48029121903,105374,4722,790,234300,48,029,121903,2015
1202,1400000US48029121904,110089,3135,514,198600,48,029,121904,2015
1203,1400000US48029121905,96146,4354,1602,362600,48,029,121905,2015
1204,1400000US48029121906,88721,3715,1810,207100,48,029,121906,2015
1205,1400000US48029161304,30345,2948,1191,57200,48,029,161304,2015
1206,1400000US48029161400,61090,0,1607,-666666666,48,029,161400,2015
1207,1400000US48029160502,38279,2317,1825,69900,48,029,160502,2015
1208,1400000US48029161504,37561,2768,1822,74900,48,029,161504,2015
1209,1400000US48029161503,41417,2798,1168,71900,48,029,161503,2015
1210,1400000US48029161801,50083,2949,1010,125500,48,029,161801,2015
1211,1400000US48029161802,42885,4138,3485,84800,48,029,161802,2015
1212,1400000US48029161901,44271,664,429,95900,48,029,161901,2015
1213,1400000US48029161902,53953,6464,1433,106700,48,029,161902,2015
1214,1400000US48029162003,39545,3712,1455,72600,48,029,162003,2015
1215,1400000US48029162004,41250,2338,959,101600,48,029,162004,2015
1216,1400000US48029171301,31333,1962,933,64600,48,029,171301,2015
1217,1400000US48029171302,34583,2388,1087,76400,48,029,171302,2015
1218,1400000US48029181727,60545,2542,1123,115600,48,029,181727,2015
1219,1400000US48029181728,60250,7781,3416,135200,48,029,181728,2015
1220,1400000US48029181729,82992,4866,688,175400,48,029,181729,2015
1221,1400000US48029181730,54676,2796,1304,122700,48,029,181730,2015
1222,1400000US48029181731,71729,6544,928,127800,48,029,181731,2015
1223,1400000US48029181813,47662,1795,5077,185800,48,029,181813,2015
1224,1400000US48029181814,54579,1613,2749,200700,48,029,181814,2015
1225,1400000US48029181816,84079,4153,447,162800,48,029,181816,2015
1226,1400000US48029181815,72067,2327,1624,176000,48,029,181815,2015
1227,1400000US48029181817,61438,2180,1272,161500,48,029,181817,2015
1228,1400000US48029181818,52971,3065,2775,154400,48,029,181818,2015
1229,1400000US48029181819,55811,3466,2877,169000,48,029,181819,2015
1230,1400000US48029181820,22278,698,3571,232200,48,029,181820,2015
1231,1400000US48029181821,61890,2670,974,158000,48,029,181821,2015
1232,1400000US48029181822,67533,3154,1997,144000,48,029,181822,2015
1233,1400000US48029181824,77321,4363,1179,157800,48,029,181824,2015
1234,1400000US48029181825,79805,2233,1231,216000,48,029,181825,2015
1235,1400000US48029181826,78770,6095,841,154200,48,029,181826,2015
1236,1400000US48029181823,64928,1386,1490,159800,48,029,181823,2015
1237,1400000US48029181901,34671,673,3484,280300,48,029,181901,2015
1238,1400000US48029181902,134773,5537,1203,390400,48,029,181902,2015
1239,1400000US48029182001,90950,4516,1024,215100,48,029,182001,2015
1240,1400000US48029182002,116083,8381,1123,301500,48,029,182002,2015
1241,1400000US48029182003,91389,3126,996,260900,48,029,182003,2015
1242,1400000US48029182105,116452,2293,92,286500,48,029,182105,2015
1243,1400000US48029182106,117169,6287,186,316900,48,029,182106,2015
1244,1400000US48029190503,41156,2201,1459,111800,48,029,190503,2015
1245,1400000US48029190504,37197,1925,964,102100,48,029,190504,2015
1246,1400000US48029190603,41505,1996,958,74200,48,029,190603,2015
1247,1400000US48029191005,39290,1406,1131,74500,48,029,191005,2015
1248,1400000US48029191006,31563,4480,1798,73000,48,029,191006,2015
1249,1400000US48029160702,22076,2241,2773,70200,48,029,160702,2015
1250,1400000US48029161600,37979,2518,2120,73900,48,029,161600,2015
1251,1400000US48029170200,25013,2836,2795,61300,48,029,170200,2015
1252,1400000US48029131601,81250,2159,1114,199500,48,029,131601,2015
1253,1400000US48029131700,88250,12,1058,-666666666,48,029,131700,2015
1254,1400000US48029141200,32088,4440,2532,78900,48,029,141200,2015
1255,1400000US48029150100,29789,2850,2379,61300,48,029,150100,2015
1256,1400000US48029150600,32971,2954,1891,67900,48,029,150600,2015
1257,1400000US48029151100,37610,4183,2813,67900,48,029,151100,2015
1258,1400000US48029151400,31161,2453,2349,80900,48,029,151400,2015
1259,1400000US48029172002,72307,8859,1872,165900,48,029,172002,2015
1260,1400000US48029181716,51400,4908,2991,93000,48,029,181716,2015
1261,1400000US48029191003,35885,3718,4436,93200,48,029,191003,2015
1262,1400000US48029121404,28557,2384,2469,73400,48,029,121404,2015
1263,1400000US48029171902,36259,4734,7709,125500,48,029,171902,2015
1264,1400000US48029180400,26598,1709,2758,87200,48,029,180400,2015
1265,1400000US48029180701,44318,1162,2337,276600,48,029,180701,2015
1266,1400000US48029181100,56705,4054,2134,163300,48,029,181100,2015
1267,1400000US48029191405,65742,5308,2523,213900,48,029,191405,2015
1268,1400000US48029170900,21370,1485,1682,54800,48,029,170900,2015
1269,1400000US48029180503,44464,3356,1284,90500,48,029,180503,2015
1270,1400000US48029180602,36156,1849,1171,121300,48,029,180602,2015
1271,1400000US48029191102,70278,1854,768,240600,48,029,191102,2015
1272,1400000US48029131612,57782,1632,354,133000,48,029,131612,2015
1273,1400000US48029131613,61453,3540,1092,126800,48,029,131613,2015
1274,1400000US48029191411,59031,2025,2343,270100,48,029,191411,2015
1275,1400000US48029191412,153864,2213,149,390900,48,029,191412,2015
1276,1400000US48029191413,63740,4005,2034,219200,48,029,191413,2015
1277,1400000US48029191503,78934,3681,1403,220600,48,029,191503,2015
1278,1400000US48029191504,204821,2432,32,614800,48,029,191504,2015
1279,1400000US48029191505,158958,2025,173,414100,48,029,191505,2015
1280,1400000US48029191506,66502,3106,2434,277600,48,029,191506,2015
1281,1400000US48029191701,112955,1469,67,311300,48,029,191701,2015
1282,1400000US48029191806,149744,6981,1422,395300,48,029,191806,2015
1283,1400000US48029191807,114041,3297,1143,572400,48,029,191807,2015
1284,1400000US48029191808,121250,3262,727,310900,48,029,191808,2015
1285,1400000US48029191809,101047,5865,1177,294800,48,029,191809,2015
1286,1400000US48029191810,97540,2949,2490,299600,48,029,191810,2015
1287,1400000US48029181713,62530,5373,2523,125500,48,029,181713,2015
1288,1400000US48029181505,63236,3423,1363,125900,48,029,181505,2015
1289,1400000US48029191811,111857,4124,762,295800,48,029,191811,2015
1290,1400000US48029191702,71917,4162,3496,267400,48,029,191702,2015
1291,1400000US48029191812,176806,4668,188,390300,48,029,191812,2015
1292,1400000US48029191813,102488,5583,1128,210300,48,029,191813,2015
1293,1400000US48029191814,108682,4051,527,222500,48,029,191814,2015
1294,1400000US48029191815,117028,4234,1265,266100,48,029,191815,2015
1295,1400000US48029191816,65149,1527,1480,366100,48,029,191816,2015
1296,1400000US48029191817,77317,7043,4734,239100,48,029,191817,2015
1297,1400000US48029191900,25821,2372,2571,68800,48,029,191900,2015
1298,1400000US48029192000,30632,1168,2977,242700,48,029,192000,2015
1299,1400000US48029192100,68843,1550,1322,239700,48,029,192100,2015
1300,1400000US48029192200,42197,211,1237,79400,48,029,192200,2015
1301,1400000US48029192300,87292,2786,1615,316600,48,029,192300,2015
1302,1400000US48029980001,-666666666,0,0,-666666666,48,029,980001,2015
1303,1400000US48029980002,-666666666,22,0,-666666666,48,029,980002,2015
1304,1400000US48029980003,46667,0,752,-666666666,48,029,980003,2015
1305,1400000US48029980004,-666666666,0,0,-666666666,48,029,980004,2015
1306,1400000US48029980005,-666666666,26,0,-666666666,48,029,980005,2015
1307,1400000US48029191201,52222,2316,706,150400,48,029,191201,2015
1308,1400000US48029191202,48615,2385,2545,161300,48,029,191202,2015
1309,1400000US48029190604,33664,2540,1791,69700,48,029,190604,2015
1310,1400000US48029191303,64097,1091,494,168500,48,029,191303,2015
1311,1400000US48029191304,36154,683,1751,137900,48,029,191304,2015
1312,1400000US48029191410,36132,678,5031,146600,48,029,191410,2015
1313,1400000US48029121907,95679,9396,1527,237200,48,029,121907,2015
1314,1400000US48029121908,108344,2486,279,282800,48,029,121908,2015
1315,1400000US48029121909,73850,3822,2093,160500,48,029,121909,2015
1316,1400000US48029121910,96389,3673,1167,194900,48,029,121910,2015
1317,1400000US48029130402,22485,1875,2480,51200,48,029,130402,2015
1318,1400000US48029131503,52208,2753,977,91600,48,029,131503,2015
1319,1400000US48029131504,49066,2502,1081,74900,48,029,131504,2015
1320,1400000US48029130401,27609,2393,1662,62800,48,029,130401,2015
1321,1400000US48029131401,59517,5960,2339,110200,48,029,131401,2015
1322,1400000US48029131402,42328,2408,374,81900,48,029,131402,2015
1323,1400000US48029131505,62531,3133,1045,113500,48,029,131505,2015
1324,1400000US48029171402,33592,4574,1200,69400,48,029,171402,2015
1325,1400000US48029171401,32738,2823,1927,88900,48,029,171401,2015
1326,1400000US48029171501,28531,1453,1076,68800,48,029,171501,2015
1327,1400000US48029171502,25735,3517,1438,52600,48,029,171502,2015
1328,1400000US48029171601,29965,2880,1729,65200,48,029,171601,2015
1329,1400000US48029171602,20469,1664,1384,69400,48,029,171602,2015
1330,1400000US48029171913,41607,3125,2422,90200,48,029,171913,2015
1331,1400000US48029171914,60864,4822,823,106200,48,029,171914,2015
1332,1400000US48029171915,71692,1792,506,109400,48,029,171915,2015
1333,1400000US48029171916,66991,5695,2135,152500,48,029,171916,2015
1334,1400000US48029171917,74828,6912,3070,146300,48,029,171917,2015
1335,1400000US48029171918,77846,3686,2486,152300,48,029,171918,2015
1336,1400000US48029171919,56844,3528,666,126800,48,029,171919,2015
1337,1400000US48029171920,60813,6125,2727,104500,48,029,171920,2015
1338,1400000US48029171921,58521,3479,1815,92300,48,029,171921,2015
1339,1400000US48029171922,64821,2700,709,111600,48,029,171922,2015
1340,1400000US48029171923,58288,6530,3741,123300,48,029,171923,2015
1341,1400000US48029171924,79435,2500,3033,229200,48,029,171924,2015
1342,1400000US48029171925,67934,7438,2254,141200,48,029,171925,2015
1343,1400000US48029172003,80833,4050,1977,164400,48,029,172003,2015
1344,1400000US48029172004,81731,3509,442,258000,48,029,172004,2015
1345,1400000US48029172005,90000,5335,1353,243500,48,029,172005,2015
1346,1400000US48029172006,93884,6692,1059,194600,48,029,172006,2015
1347,1400000US48029172007,91501,9014,1571,186000,48,029,172007,2015
1348,1400000US48029180101,45064,3448,1552,121900,48,029,180101,2015
1349,1400000US48029181403,45391,597,6582,104500,48,029,181403,2015
1350,1400000US48029181722,78533,4005,917,146200,48,029,181722,2015
1351,1400000US48029180102,41548,1368,556,120800,48,029,180102,2015
1352,1400000US48029180603,44904,785,1240,122200,48,029,180603,2015
1353,1400000US48029180604,44576,3152,3205,128800,48,029,180604,2015
1354,1400000US48029181404,52699,287,4893,124100,48,029,181404,2015
1355,1400000US48029181720,97165,4798,300,192700,48,029,181720,2015
1356,1400000US48029181721,74219,3438,508,146000,48,029,181721,2015
1357,1400000US48029181723,71655,3852,1329,120000,48,029,181723,2015
1358,1400000US48029181724,95329,4587,1042,169000,48,029,181724,2015
1359,1400000US48029181725,36136,1845,3559,117100,48,029,181725,2015
1360,1400000US48029181726,80679,8044,2187,158300,48,029,181726,2015
1361,1400000US48029160600,23477,2679,2433,52900,48,029,160600,2015
1362,1400000US48029141900,55076,4086,1628,112400,48,029,141900,2015
1363,1400000US48029131614,62188,3086,1045,126800,48,029,131614,2015
1364,1400000US48029131615,57026,4294,2853,134700,48,029,131615,2015
1365,1400000US48029131801,67875,2154,364,153800,48,029,131801,2015
1366,1400000US48029131802,64125,4464,776,169000,48,029,131802,2015
1367,1400000US48029181704,52277,4124,1914,113300,48,029,181704,2015
1368,1400000US48029181711,82485,7109,1297,147600,48,029,181711,2015
1369,1400000US48029191804,120609,6580,149,290600,48,029,191804,2015
1370,1400000US48029110500,10528,320,1682,92500,48,029,110500,2015
1371,1400000US48029121000,50127,4544,2777,124400,48,029,121000,2015
1372,1400000US48029121110,75584,4530,893,136800,48,029,121110,2015
1373,1400000US48029121506,47219,2567,2082,78700,48,029,121506,2015
1374,1400000US48029130500,22255,2241,2674,58900,48,029,130500,2015
1375,1400000US48029131300,35330,4135,1261,82700,48,029,131300,2015
1376,1400000US48029131606,65774,4090,1230,140300,48,029,131606,2015
1377,1400000US48029110300,37107,984,1772,120100,48,029,110300,2015
1378,1400000US48029120100,61923,20,4161,-666666666,48,029,120100,2015
1379,1400000US48029120600,52537,2683,3089,173000,48,029,120600,2015
1380,1400000US48029120901,36250,889,1254,180400,48,029,120901,2015
1381,1400000US48029121112,49593,1743,2158,138400,48,029,121112,2015
1382,1400000US48029151900,45276,3451,2661,59500,48,029,151900,2015
1383,1400000US48029140900,30025,1233,791,61300,48,029,140900,2015
1384,1400000US48029141700,66548,4235,799,136400,48,029,141700,2015
1385,1400000US48029150501,26890,3406,1544,59300,48,029,150501,2015
1386,1400000US48029160400,31656,2955,1479,65200,48,029,160400,2015
1387,1400000US48029161100,38441,8441,1552,68400,48,029,161100,2015
1388,1400000US48029170401,18310,2269,1974,53500,48,029,170401,2015
1389,1400000US48029171000,28519,3485,2531,53000,48,029,171000,2015
1390,1400000US48029171700,35511,4029,3816,84300,48,029,171700,2015
1391,1400000US48029121116,49792,3090,2434,174700,48,029,121116,2015
1392,1400000US48029121118,55000,3731,2459,207700,48,029,121118,2015
