,NAME,B19013_001E,state,place,year
9086,"Ricardo CDP, Texas",43333,48,61724,2018
9087,"Rivereno CDP, Texas",-666666666,48,62318,2018
9088,"Riviera CDP, Texas",56964,48,62468,2018
9089,"Rosharon CDP, Texas",59552,48,63332,2018
9090,"Rosita CDP, Texas",34104,48,63350,2018
9091,"Salineño North CDP, Texas",-666666666,48,64322,2018
9092,"Sammy Martinez CDP, Texas",-666666666,48,64442,2018
9093,"Sam Rayburn CDP, Texas",70208,48,64460,2018
9094,"San Carlos I CDP, Texas",-666666666,48,65049,2018
9095,"San Carlos II CDP, Texas",-666666666,48,65050,2018
9096,"Sandoval CDP, Texas",-666666666,48,65210,2018
9097,"Sand Springs CDP, Texas",47500,48,65240,2018
9098,"San Fernando CDP, Texas",2499,48,65378,2018
9099,"San Juan CDP, Texas",28036,48,65532,2018
9100,"Santa Anna CDP, Texas",-666666666,48,65678,2018
9101,"Santa Rosa CDP, Texas",32604,48,65774,2018
9102,"Santel CDP, Texas",-666666666,48,65777,2018
9103,"Savannah CDP, Texas",98800,48,66000,2018
9104,"Seco Mines CDP, Texas",15286,48,66536,2018
9105,"Webberville village, Texas",71750,48,76924,2018
9106,"East Bernard city, Texas",62500,48,21988,2018
9107,"Bristol CDP, Texas",95163,48,10336,2018
9108,"Camargito CDP, Texas",16979,48,12010,2018
9109,"Campo Verde CDP, Texas",-666666666,48,12226,2018
9110,"Canyon Creek CDP, Texas",61531,48,12562,2018
9111,"Carlsbad CDP, Texas",48333,48,12892,2018
9112,"Casa Blanca CDP, Texas",-666666666,48,13128,2018
9113,"Burton city, Texas",48958,48,11536,2018
9114,"Callender Lake CDP, Texas",55846,48,11940,2018
9115,"Cape Royale CDP, Texas",59457,48,12600,2018
9116,"Casas CDP, Texas",-666666666,48,13150,2018
9117,"Cedar Point CDP, Texas",61875,48,13570,2018
9118,"Chaparrito CDP, Texas",-666666666,48,14266,2018
9119,"Chapeno CDP, Texas",-666666666,48,14290,2018
9120,"Chilton CDP, Texas",42102,48,14692,2018
9121,"Chula Vista CDP (Cameron County), Texas",-666666666,48,14880,2018
9122,"China Spring CDP, Texas",57344,48,14740,2018
9123,"Chula Vista CDP (Zavala County), Texas",32941,48,14882,2018
9124,"Chula Vista CDP (Maverick County), Texas",38061,48,14881,2018
9125,"Colorado Acres CDP, Texas",-666666666,48,16110,2018
9126,"Delmita CDP, Texas",68194,48,19732,2018
9127,"D'Hanis CDP, Texas",42240,48,20248,2018
9128,"Country Acres CDP, Texas",235816,48,17236,2018
9129,"Del Sol CDP, Texas",-666666666,48,19808,2018
9130,"Driftwood CDP, Texas",140625,48,21412,2018
9131,"East Alto Bonito CDP, Texas",25795,48,21958,2018
9132,"Edgewater Estates CDP, Texas",33359,48,22593,2018
9133,"El Brazil CDP, Texas",-666666666,48,22853,2018
9134,"El Castillo CDP, Texas",-666666666,48,22892,2018
9135,"El Cenizo CDP, Texas",71932,48,22898,2018
9136,"Dorchester city, Texas",-666666666,48,20932,2018
9137,"Zapata Ranch CDP, Texas",-666666666,48,80722,2018
9138,"Lone Star city, Texas",37917,48,43684,2018
9139,"Omaha city, Texas",35625,48,54024,2018
9140,"Tulia city, Texas",31853,48,73868,2018
9141,"Impact town, Texas",43750,48,35816,2018
9142,"Dilley city, Texas",39681,48,20428,2018
9143,"Gallatin city, Texas",70625,48,28008,2018
9144,"Comanche city, Texas",40684,48,16192,2018
9145,"Kirvin town, Texas",47813,48,39520,2018
9146,"Highland Haven city, Texas",63060,48,33794,2018
9147,"Bailey city, Texas",32500,48,05264,2018
9148,"Oak Valley town, Texas",48194,48,53217,2018
9149,"Ore City city, Texas",31250,48,54216,2018
9150,"Ingleside on the Bay city, Texas",84167,48,36020,2018
9151,"Lake City town, Texas",36667,48,40472,2018
9152,"Noonday city, Texas",57946,48,51756,2018
9153,"Del Rio city, Texas",44486,48,19792,2018
9154,"La Feria city, Texas",34875,48,40204,2018
9155,"San Benito city, Texas",28174,48,65036,2018
9156,"Nome city, Texas",67656,48,51720,2018
9157,"Spearman city, Texas",31118,48,69476,2018
9158,"Crandall city, Texas",81000,48,17504,2018
9159,"Bevil Oaks city, Texas",76000,48,08128,2018
9160,"Booker town, Texas",56786,48,09448,2018
9161,"Concepcion CDP, Texas",-666666666,48,16300,2018
9162,"Skidmore CDP, Texas",34423,48,68132,2018
9163,"Aledo city, Texas",106503,48,01744,2018
9164,"Cool city, Texas",46563,48,16540,2018
9165,"Weatherford city, Texas",62594,48,76864,2018
9166,"La Grange city, Texas",41768,48,40276,2018
9167,"West city, Texas",50539,48,77332,2018
9168,"Todd Mission city, Texas",43125,48,73224,2018
9169,"Boerne city, Texas",63420,48,09160,2018
9170,"Bynum town, Texas",60972,48,11656,2018
9171,"Franklin city, Texas",39714,48,27288,2018
9172,"Richland town, Texas",33750,48,61820,2018
9173,"Rockwall city, Texas",92269,48,62828,2018
9174,"Bruceville-Eddy city, Texas",57614,48,10828,2018
9175,"San Antonio city, Texas",50980,48,65000,2018
9176,"Sweeny city, Texas",59767,48,71492,2018
9177,"Wild Peach Village CDP, Texas",47255,48,79192,2018
9178,"Melvin town, Texas",29750,48,47568,2018
9179,"Covington city, Texas",36750,48,17372,2018
9180,"Bonham city, Texas",39690,48,09328,2018
9181,"Dodd City town, Texas",57969,48,20680,2018
9182,"Honey Grove city, Texas",37679,48,34700,2018
9183,"Sachse city, Texas",101253,48,64064,2018
9184,"DeSoto city, Texas",68954,48,20092,2018
9185,"Farmers Branch city, Texas",71032,48,25452,2018
9186,"Ferris city, Texas",58477,48,25752,2018
9187,"Castroville city, Texas",55326,48,13312,2018
9188,"Port Lavaca city, Texas",53867,48,58916,2018
9189,"San Perlita city, Texas",35357,48,65636,2018
9190,"Bryson city, Texas",36667,48,10960,2018
9191,"Jacksboro city, Texas",35107,48,37168,2018
9192,"Reno city (Lamar County), Texas",65924,48,61592,2018
9193,"Ralls city, Texas",34688,48,60356,2018
9194,"Alvord town, Texas",57563,48,02284,2018
9195,"Rhome city, Texas",68571,48,61700,2018
9196,"Cedar Hill city, Texas",70327,48,13492,2018
9197,"Garland city, Texas",58999,48,29000,2018
9198,"Grapevine city, Texas",85722,48,30644,2018
9199,"Richardson city, Texas",80953,48,61796,2018
9200,"Lasara CDP, Texas",28750,48,41548,2018
9201,"Raymondville city, Texas",24094,48,60836,2018
9202,"Chester town, Texas",49250,48,14584,2018
9203,"Colmesneil city, Texas",42833,48,16048,2018
9204,"Floresville city, Texas",55730,48,26160,2018
9205,"Poth town, Texas",70556,48,59096,2018
9206,"Wixon Valley city, Texas",85536,48,79919,2018
9207,"Garrett town, Texas",41905,48,29036,2018
9208,"Walnut Springs city, Texas",29545,48,76348,2018
9209,"Tehuacana town, Texas",42500,48,72080,2018
9210,"Newcastle city, Texas",30268,48,50868,2018
9211,"Harlingen city, Texas",38800,48,32372,2018
9212,"Los Fresnos city, Texas",44597,48,44116,2018
9213,"Millican town, Texas",49583,48,48516,2018
9214,"Lockhart city, Texas",56214,48,43240,2018
9215,"Barton Creek CDP, Texas",158958,48,05750,2018
9216,"Benavides city, Texas",30964,48,07528,2018
9217,"Marathon CDP, Texas",47132,48,46572,2018
9218,"Bastrop city, Texas",61538,48,05864,2018
9219,"Elkhart town, Texas",33472,48,23140,2018
9220,"Inez CDP, Texas",82961,48,35996,2018
9221,"Victoria city, Texas",52350,48,75428,2018
9222,"Browndell city, Texas",26731,48,10708,2018
9223,"Jamaica Beach city, Texas",68750,48,37252,2018
9224,"Botines CDP, Texas",-666666666,48,09598,2018
9225,"Laredo Ranchettes CDP, Texas",-666666666,48,41473,2018
9226,"Mirando City CDP, Texas",25341,48,48756,2018
9227,"Ranchitos Las Lomas CDP, Texas",55000,48,60482,2018
9228,"Hartley CDP, Texas",46464,48,32612,2018
9229,"Howardwick city, Texas",46875,48,35072,2018
9230,"Copper Canyon town, Texas",146250,48,16636,2018
9231,"Vega city, Texas",62679,48,75188,2018
9232,"Sonterra CDP, Texas",67557,48,68762,2018
9233,"Spring Branch city, Texas",-666666666,48,69608,2018
9234,"Kingsbury city, Texas",76250,48,39292,2018
9235,"Roman Forest city, Texas",97750,48,63044,2018
9236,"Guadalupe Guerra CDP, Texas",-666666666,48,31442,2018
9237,"Las Lomitas CDP, Texas",60759,48,41569,2018
9238,"Kerrville city, Texas",46581,48,39040,2018
9239,"Corinth city, Texas",96670,48,16696,2018
9240,"Denton city, Texas",56489,48,19972,2018
9241,"Hebron town, Texas",90625,48,33020,2018
9242,"Hickory Creek town, Texas",107731,48,33476,2018
9243,"Krugerville city, Texas",100469,48,39916,2018
9244,"Roanoke city, Texas",88958,48,62504,2018
9245,"Shady Shores town, Texas",106719,48,67100,2018
9246,"The Colony city, Texas",83094,48,72530,2018
9247,"Woodson town, Texas",61250,48,80188,2018
9248,"Louise CDP, Texas",55404,48,44212,2018
9249,"Gorman city, Texas",30221,48,30308,2018
9250,"Hallsville city, Texas",86875,48,31904,2018
9251,"Jewett city, Texas",39261,48,37648,2018
9252,"Commerce city, Texas",24640,48,16240,2018
9253,"Neylandville town, Texas",45313,48,51444,2018
9254,"Muleshoe city, Texas",47703,48,49968,2018
9255,"Lamesa city, Texas",40913,48,41164,2018
9256,"Frankston town, Texas",45833,48,27300,2018
9257,"Haskell city, Texas",47352,48,32696,2018
9258,"Rochester town, Texas",28750,48,62636,2018
9259,"Midland city, Texas",79744,48,48072,2018
9260,"Iraan city, Texas",63125,48,36128,2018
9261,"Emory city, Texas",41111,48,24216,2018
9262,"Rotan city, Texas",32813,48,63464,2018
9263,"Hale Center city, Texas",40640,48,31820,2018
9264,"Floydada city, Texas",41250,48,26268,2018
9265,"Gordon city, Texas",42875,48,30272,2018
9266,"Midlothian city, Texas",83378,48,48096,2018
9267,"Mauriceville CDP, Texas",63982,48,47100,2018
9268,"West Orange city, Texas",48594,48,77752,2018
9269,"Strawn city, Texas",31420,48,70580,2018
9270,"Bayside town, Texas",45625,48,06104,2018
9271,"Hempstead city, Texas",34036,48,33200,2018
9272,"Monahans city, Texas",68125,48,48936,2018
9273,"Briaroaks city, Texas",68438,48,10216,2018
9274,"Lytle city, Texas",62670,48,45288,2018
9275,"Marietta town, Texas",38750,48,46668,2018
9276,"Hillcrest village, Texas",89167,48,33980,2018
9277,"San Juan city, Texas",36506,48,65516,2018
9278,"Weslaco city, Texas",43841,48,77272,2018
9279,"Burnet city, Texas",59130,48,11464,2018
9280,"Oglesby city, Texas",51591,48,53520,2018
9281,"Four Points CDP, Texas",-666666666,48,27124,2018
9282,"Fronton Ranchettes CDP, Texas",16518,48,27748,2018
9283,"Garciasville CDP, Texas",-666666666,48,28152,2018
9284,"Gail CDP, Texas",74375,48,27972,2018
9285,"Garza-Salinas II CDP, Texas",35833,48,29114,2018
9286,"Guthrie CDP, Texas",66528,48,31640,2018
9287,"Gutierrez CDP, Texas",-666666666,48,31646,2018
9288,"Hargill CDP, Texas",15690,48,32300,2018
9289,"H. Cuellar Estates CDP, Texas",-666666666,48,32910,2018
9290,"Hillside Acres CDP, Texas",-666666666,48,34105,2018
9291,"Hilltop CDP (Frio County), Texas",35449,48,34130,2018
9292,"Hilltop CDP (Starr County), Texas",15139,48,34133,2018
9293,"Hilltop Lakes CDP, Texas",40900,48,34136,2018
9294,"Garden City CDP, Texas",75625,48,28176,2018
9295,"Glidden CDP, Texas",67804,48,29912,2018
9296,"Holiday Beach CDP, Texas",26221,48,34478,2018
9297,"Buchanan Dam CDP, Texas",47841,48,10984,2018
9298,"Goree city, Texas",72500,48,30296,2018
9299,"Cresson city, Texas",68472,48,17648,2018
9300,"deCordova city, Texas",85800,48,19570,2018
9301,"Gun Barrel City city, Texas",41911,48,31592,2018
9302,"E. Lopez CDP, Texas",84688,48,23398,2018
9303,"J.F. Villareal CDP, Texas",-666666666,48,37665,2018
9304,"Briarcliff village, Texas",107656,48,10197,2018
9305,"West Lake Hills city, Texas",165375,48,77632,2018
9306,"Encino CDP, Texas",-666666666,48,24252,2018
9307,"Earth city, Texas",49167,48,21928,2018
9308,"Weinert city, Texas",48472,48,77044,2018
9309,"Bacliff CDP, Texas",39707,48,05180,2018
9310,"Tierra Grande CDP, Texas",-666666666,48,72952,2018
9311,"Buna CDP, Texas",50156,48,11236,2018
9312,"Evadale CDP, Texas",67750,48,24840,2018
9313,"Laredo city, Texas",43351,48,41464,2018
9314,"Richland Springs town, Texas",32500,48,61880,2018
9315,"Kress city, Texas",43438,48,39904,2018
9316,"Merkel town, Texas",40096,48,47796,2018
9317,"Mustang Ridge city, Texas",65313,48,50200,2018
9318,"Dodson town, Texas",53750,48,20716,2018
9319,"Venus town, Texas",60714,48,75236,2018
9320,"Bronte town, Texas",45968,48,10528,2018
9321,"Markham CDP, Texas",44815,48,46716,2018
9322,"Palacios city, Texas",29872,48,54684,2018
9323,"Corsicana city, Texas",41914,48,17060,2018
9324,"Frost city, Texas",41875,48,27768,2018
9325,"Navarro town, Texas",49375,48,50448,2018
9326,"Sinton city, Texas",30538,48,68036,2018
9327,"Taft city, Texas",35795,48,71684,2018
9328,"Breckenridge city, Texas",42952,48,10132,2018
9329,"Pecos city, Texas",63478,48,56516,2018
9330,"Palmer town, Texas",54800,48,54744,2018
9331,"New Home city, Texas",56979,48,51012,2018
9332,"Vidor city, Texas",40898,48,75476,2018
9333,"Carrizo Springs city, Texas",30755,48,12988,2018
9334,"Catarina CDP, Texas",18462,48,13324,2018
9335,"Godley city, Texas",44773,48,29972,2018
9336,"Lago Vista CDP, Texas",-666666666,48,40262,2018
9337,"Ranchitos del Norte CDP, Texas",63456,48,60478,2018
9338,"San Elizario city, Texas",33588,48,65360,2018
9339,"Sandy Oaks city, Texas",51310,48,65344,2018
9340,"Niederwald city, Texas",61250,48,51492,2018
9341,"Westworth Village city, Texas",56875,48,78076,2018
9342,"Aurora city, Texas",71071,48,04672,2018
9343,"Scurry town, Texas",69583,48,66368,2018
9344,"Roscoe city, Texas",49479,48,63176,2018
9345,"Hermleigh CDP, Texas",69531,48,33356,2018
9346,"Alvarado city, Texas",46268,48,02260,2018
9347,"Burleson city, Texas",77342,48,11428,2018
9348,"Eidson Road CDP, Texas",37763,48,22810,2018
9349,"El Indio CDP, Texas",-666666666,48,23080,2018
9350,"Kerens city, Texas",36290,48,38992,2018
9351,"Snyder city, Texas",56585,48,68624,2018
9352,"Denver City town, Texas",67823,48,19984,2018
9353,"Gonzales city, Texas",44207,48,30116,2018
9354,"Nixon city, Texas",54495,48,51588,2018
9355,"Smiley city, Texas",50000,48,68300,2018
9356,"Roaring Springs town, Texas",35000,48,62528,2018
9357,"Prado Verde CDP, Texas",131364,48,59210,2018
9358,"Colorado City city, Texas",45045,48,16120,2018
9359,"Benbrook city, Texas",71281,48,07552,2018
9360,"Fort Worth city, Texas",59255,48,27000,2018
9361,"Hico city, Texas",34375,48,33548,2018
9362,"Pecan Plantation CDP, Texas",81758,48,56498,2018
9363,"Forsan city, Texas",51875,48,26640,2018
9364,"Easton city, Texas",31000,48,22192,2018
9365,"Mansfield city, Texas",96253,48,46452,2018
9366,"Groves city, Texas",54288,48,31328,2018
9367,"Nederland city, Texas",75134,48,50580,2018
9368,"Seven Oaks city, Texas",40833,48,66884,2018
9369,"Cross Timber town, Texas",92500,48,17917,2018
9370,"Avery town, Texas",23125,48,05072,2018
9371,"Crowley city, Texas",72788,48,17960,2018
9372,"Joshua city, Texas",58586,48,38080,2018
9373,"Robert Lee city, Texas",47833,48,62564,2018
9374,"Bay City city, Texas",47606,48,05984,2018
9375,"Mildred town, Texas",66346,48,48372,2018
9376,"Clarksville city, Texas",33892,48,15160,2018
9377,"Detroit town, Texas",35000,48,20128,2018
9378,"Meadows Place city, Texas",85875,48,47337,2018
9379,"Teague city, Texas",53233,48,72020,2018
9380,"Conroe city, Texas",57214,48,16432,2018
9381,"Panorama Village city, Texas",63125,48,55008,2018
9382,"Splendora city, Texas",54205,48,69548,2018
9383,"Circle D-KC Estates CDP, Texas",62902,48,14986,2018
9384,"Christine town, Texas",50313,48,14860,2018
9385,"Bloomburg town, Texas",33243,48,08752,2018
9386,"Domino town, Texas",-666666666,48,20848,2018
9387,"McLean town, Texas",38625,48,45780,2018
9388,"Panhandle town, Texas",74764,48,54960,2018
9389,"Thorndale city, Texas",57396,48,72776,2018
9390,"Schulenburg city, Texas",40662,48,66188,2018
9391,"South Fork Estates CDP, Texas",-666666666,48,68966,2018
9392,"Rockdale city, Texas",40494,48,62672,2018
9393,"Bellmead city, Texas",38985,48,07408,2018
9394,"Crawford town, Texas",47313,48,17564,2018
9395,"Lacy-Lakeview city, Texas",36092,48,40168,2018
9396,"Lorena city, Texas",70577,48,44020,2018
9397,"McGregor city, Texas",42354,48,45672,2018
9398,"Heath city, Texas",155488,48,32984,2018
9399,"Albany city, Texas",41875,48,01648,2018
9400,"Barstow city, Texas",45000,48,05720,2018
9401,"Nazareth city, Texas",53750,48,50496,2018
9402,"Milford town, Texas",42386,48,48408,2018
9403,"Balmorhea city, Texas",62750,48,05468,2018
9404,"Texhoma city, Texas",46250,48,72464,2018
9405,"Trinity city, Texas",26599,48,73664,2018
9406,"Burkburnett city, Texas",48059,48,11368,2018
9407,"Portland city, Texas",67807,48,58904,2018
9408,"Lincoln Park town, Texas",42500,48,42808,2018
9409,"Gladewater city, Texas",33581,48,29660,2018
9410,"Warren City city, Texas",63750,48,76576,2018
9411,"La Paloma-Lost Creek CDP, Texas",52083,48,41422,2018
9412,"Sandy Hollow-Escondidas CDP, Texas",49036,48,65342,2018
9413,"Arroyo Colorado Estates CDP, Texas",-666666666,48,04174,2018
9414,"Bixby CDP, Texas",27104,48,08410,2018
9415,"Lasana CDP, Texas",93125,48,41542,2018
9416,"Diboll city, Texas",40883,48,20308,2018
9417,"Highland Village city, Texas",143854,48,33848,2018
9418,"Justin city, Texas",91222,48,38332,2018
9419,"Krum city, Texas",80833,48,39928,2018
9420,"Lake Dallas city, Texas",67908,48,40516,2018
9421,"Oak Point city, Texas",86162,48,53130,2018
9422,"Ponder town, Texas",75385,48,58664,2018
9423,"Hardin city, Texas",44479,48,32240,2018
9424,"Pottsboro town, Texas",76979,48,59132,2018
9425,"Fairview town, Texas",92159,48,25224,2018
9426,"Frisco city, Texas",127133,48,27684,2018
9427,"Holland town, Texas",41161,48,34508,2018
9428,"Brundage CDP, Texas",-666666666,48,10852,2018
9429,"Hart city, Texas",41765,48,32576,2018
9430,"Bridge City city, Texas",74118,48,10252,2018
9431,"Thorntonville town, Texas",54063,48,72800,2018
9432,"Alma town, Texas",65750,48,02044,2018
9433,"Waxahachie city, Texas",62986,48,76816,2018
9434,"Pine Forest city, Texas",83269,48,57524,2018
9435,"Marfa city, Texas",39402,48,46620,2018
9436,"Wichita Falls city, Texas",45476,48,79000,2018
9437,"Wink city, Texas",72813,48,79768,2018
9438,"Carrizo Hill CDP, Texas",-666666666,48,12982,2018
9439,"Ladonia town, Texas",24821,48,40180,2018
9440,"Fifth Street CDP, Texas",31647,48,25795,2018
9441,"Pecan Grove CDP, Texas",106870,48,56482,2018
9442,"Pleak village, Texas",70781,48,58088,2018
9443,"Beach City city, Texas",112841,48,06200,2018
9444,"Oak Ridge North city, Texas",92313,48,53190,2018
9445,"Pinehurst CDP, Texas",46926,48,57596,2018
9446,"Stagecoach town, Texas",109444,48,69932,2018
9447,"Runge town, Texas",45500,48,63788,2018
9448,"Mountain City city, Texas",118281,48,49600,2018
9449,"Granbury city, Texas",45380,48,30416,2018
9450,"Hooks city, Texas",47434,48,34736,2018
9451,"San Patricio city, Texas",92708,48,65612,2018
9452,"Bullard town, Texas",68355,48,11212,2018
9453,"Windom town, Texas",32250,48,79684,2018
9454,"Coffee City town, Texas",51979,48,15820,2018
9455,"Trinidad city, Texas",31042,48,73652,2018
9456,"New Berlin city, Texas",74000,48,50796,2018
9457,"Indian Hills CDP, Texas",23417,48,35915,2018
9458,"La Homa CDP, Texas",27513,48,40342,2018
9459,"Mila Doce CDP, Texas",22557,48,48320,2018
9460,"Olivarez CDP, Texas",26290,48,53934,2018
9461,"Pilot Point city, Texas",49928,48,57476,2018
9462,"Corpus Christi city, Texas",55709,48,17000,2018
9463,"North San Pedro CDP, Texas",46116,48,52404,2018
9464,"Cisco city, Texas",35240,48,15004,2018
9465,"Carbon town, Texas",31806,48,12736,2018
9466,"Nesbitt town, Texas",75700,48,50724,2018
9467,"Gruver city, Texas",45476,48,31412,2018
9468,"Santa Maria CDP, Texas",28984,48,65744,2018
9469,"Falcon Lake Estates CDP, Texas",44306,48,25348,2018
9470,"Cranfills Gap city, Texas",35625,48,17540,2018
9471,"Morgan city, Texas",37813,48,49356,2018
9472,"Eagle Pass city, Texas",41190,48,21892,2018
9473,"Blessing CDP, Texas",-666666666,48,08668,2018
9474,"Powell town, Texas",-666666666,48,59168,2018
9475,"Annona town, Texas",28421,48,03360,2018
9476,"Pyote town, Texas",73750,48,59996,2018
