,NAME,Total_Pop,Hispanic_or_Latino,White_alone,Black_alone,Asian_alone,state,place,year
408,"Chandler city, Texas",2757,316,2299,419,9,48,14224,2013
409,"Girard CDP, Texas",59,9,59,0,0,48,29612,2013
410,"Jayton city, Texas",636,119,624,1,0,48,37468,2013
411,"Midway city, Texas",509,7,467,36,0,48,48180,2013
412,"Toco city, Texas",109,14,16,93,0,48,73196,2013
413,"George West city, Texas",2467,1483,2178,18,40,48,29348,2013
414,"Edna city, Texas",5550,1928,4184,877,0,48,22720,2013
415,"Ganado city, Texas",2111,993,1743,65,0,48,28080,2013
416,"Lake Bridgeport city, Texas",334,28,310,0,0,48,40450,2013
417,"New Fairview city, Texas",1102,240,957,16,0,48,50920,2013
418,"Balch Springs city, Texas",24294,12134,16230,5822,49,48,05372,2013
419,"Cockrell Hill city, Texas",4246,3626,2656,93,21,48,15796,2013
420,"Combine city, Texas",1913,225,1825,18,4,48,16216,2013
421,"Rowlett city, Texas",56856,10551,41110,8716,3483,48,63572,2013
422,"LaCoste city, Texas",1208,717,1141,0,0,48,40108,2013
423,"Friona city, Texas",4072,3072,3789,6,0,48,27660,2013
424,"Texline town, Texas",542,207,441,0,7,48,72476,2013
425,"Borger city, Texas",13141,3750,11072,566,76,48,09556,2013
426,"Lorenzo city, Texas",1044,621,908,36,5,48,44032,2013
427,"Round Mountain town, Texas",325,59,266,0,0,48,63476,2013
428,"Boyd town, Texas",1486,204,1384,0,13,48,09748,2013
429,"Addison town, Texas",14114,3900,10259,1792,998,48,01240,2013
430,"Hutchins city, Texas",5333,1975,2763,2154,0,48,35612,2013
431,"Irving city, Texas",220856,89561,128569,28773,32094,48,37000,2013
432,"Lancaster city, Texas",37087,7460,10977,24086,51,48,41212,2013
433,"Seagoville city, Texas",15099,4672,11244,2915,144,48,66428,2013
434,"Menard city, Texas",1680,712,1532,22,0,48,47628,2013
435,"Point Comfort city, Texas",728,297,601,29,25,48,58568,2013
436,"Lyford city, Texas",2606,2510,2484,0,0,48,45228,2013
437,"Ranchette Estates CDP, Texas",63,63,63,0,0,48,60458,2013
438,"Mission Bend CDP, Texas",36072,14984,13767,10746,5626,48,48772,2013
439,"Missouri City city, Texas",68244,11841,23633,29131,10380,48,48804,2013
440,"Nassau Bay city, Texas",4042,829,3758,19,89,48,50376,2013
441,"Agua Dulce city, Texas",733,481,706,0,0,48,01396,2013
442,"Bishop city, Texas",3147,2170,2956,0,15,48,08392,2013
443,"Sadler city, Texas",293,5,293,0,0,48,64088,2013
444,"Daisetta city, Texas",827,15,812,9,0,48,18476,2013
445,"Dayton Lakes city, Texas",69,0,69,0,0,48,19435,2013
446,"Devers city, Texas",518,183,334,81,0,48,20140,2013
447,"Sherman city, Texas",38805,8000,29082,4609,692,48,67496,2013
448,"Buffalo Springs village, Texas",395,21,384,0,0,48,11155,2013
449,"Josephine city, Texas",670,70,608,17,0,48,38068,2013
450,"Melissa city, Texas",5213,473,4364,656,136,48,47496,2013
451,"Plano city, Texas",266740,38818,186058,18875,48465,48,58016,2013
452,"Sweetwater city, Texas",10816,4205,8955,594,0,48,71540,2013
453,"Morgan's Point Resort city, Texas",4178,788,3894,0,0,48,49392,2013
454,"Rogers town, Texas",974,336,822,62,3,48,62924,2013
455,"Keene city, Texas",6085,2432,5037,646,29,48,38548,2013
456,"Rio Vista city, Texas",841,84,819,0,0,48,62240,2013
457,"Quemado CDP, Texas",51,25,51,0,0,48,60092,2013
458,"Blooming Grove town, Texas",1020,101,943,43,0,48,08788,2013
459,"Mustang town, Texas",41,0,41,0,0,48,50184,2013
460,"Mobile City city, Texas",211,144,130,11,0,48,48858,2013
461,"Sabinal city, Texas",1682,1184,1580,2,0,48,64004,2013
462,"Beeville city, Texas",13068,8397,10243,531,46,48,07192,2013
463,"Normanna CDP, Texas",86,26,69,2,0,48,51852,2013
464,"Pawnee CDP, Texas",160,156,74,0,0,48,56252,2013
465,"Fulton town, Texas",1210,211,1037,11,77,48,27888,2013
466,"Bixby CDP, Texas",556,520,373,0,0,48,08410,2013
467,"Lasana CDP, Texas",49,49,49,0,0,48,41542,2013
468,"Diboll city, Texas",5261,1945,3800,1110,0,48,20308,2013
469,"Highland Village city, Texas",15364,849,14130,308,438,48,33848,2013
470,"Justin city, Texas",3281,336,3145,6,12,48,38332,2013
471,"Krum city, Texas",4340,760,4146,40,7,48,39928,2013
472,"Lake Dallas city, Texas",7205,1300,6511,134,110,48,40516,2013
473,"Oak Point city, Texas",2904,330,2727,32,55,48,53130,2013
474,"Ponder town, Texas",1485,95,1265,56,2,48,58664,2013
475,"Hardin city, Texas",821,31,748,8,50,48,32240,2013
476,"Pottsboro town, Texas",2266,81,2168,5,10,48,59132,2013
477,"Fairview town, Texas",7592,162,7063,163,123,48,25224,2013
478,"Frisco city, Texas",123663,15535,94916,8800,12746,48,27684,2013
479,"Holland town, Texas",1093,251,945,116,0,48,34508,2013
480,"Brundage CDP, Texas",0,0,0,0,0,48,10852,2013
481,"Hart city, Texas",1328,1099,1135,19,0,48,32576,2013
482,"Bridge City city, Texas",7885,812,7365,8,132,48,10252,2013
483,"Thorntonville town, Texas",472,222,409,18,0,48,72800,2013
484,"Alma town, Texas",325,61,304,0,0,48,02044,2013
485,"Marshall city, Texas",24173,4170,12997,10130,241,48,46776,2013
486,"Uncertain city, Texas",93,0,80,13,0,48,74240,2013
487,"Navasota city, Texas",7183,2912,3773,2360,0,48,50472,2013
488,"Cottonwood city, Texas",156,1,156,0,0,48,17200,2013
489,"Petronilla city, Texas",264,111,249,0,0,48,57056,2013
490,"Shepherd city, Texas",2871,191,2184,494,142,48,67424,2013
491,"De Kalb city, Texas",2260,210,1426,626,13,48,19648,2013
492,"Maud city, Texas",1037,0,1001,25,0,48,47088,2013
493,"Port Aransas city, Texas",3590,313,3544,7,6,48,58808,2013
494,"Rancho Banquete CDP, Texas",289,277,289,0,0,48,60529,2013
495,"Three Rivers city, Texas",1648,907,1537,15,0,48,72872,2013
496,"Roman Forest town, Texas",1877,401,1759,57,10,48,63044,2013
497,"Shenandoah city, Texas",2289,259,2150,30,54,48,67400,2013
498,"Pampa city, Texas",18183,4886,15806,424,106,48,54912,2013
499,"Wilmer city, Texas",3729,1931,2497,906,5,48,79576,2013
500,"Butterfield CDP, Texas",235,235,219,0,0,48,11626,2013
501,"Angleton city, Texas",18906,6449,14597,2725,224,48,03264,2013
502,"Alice Acres CDP, Texas",240,240,218,0,0,48,01858,2013
503,"Roxton city, Texas",655,19,521,93,0,48,63584,2013
504,"Duncanville city, Texas",39000,14798,21826,11188,614,48,21628,2013
505,"Wylie city, Texas",42384,6963,31788,5102,2363,48,80356,2013
506,"La Porte city, Texas",34127,9922,27588,2171,551,48,41440,2013
507,"Taylor Lake Village city, Texas",3587,303,3178,25,111,48,71960,2013
508,"West Sharyland CDP, Texas",1949,1887,1882,0,0,48,77866,2013
509,"Savoy city, Texas",661,52,594,8,0,48,66008,2013
510,"El Paso city, Texas",660795,528932,540791,22617,8111,48,24000,2013
511,"San Felipe town, Texas",953,140,647,288,0,48,65372,2013
512,"Needville city, Texas",2951,600,2457,428,0,48,50628,2013
513,"Horizon City city, Texas",17736,14184,15473,344,144,48,34832,2013
514,"Lake Worth city, Texas",4638,1213,4191,0,26,48,41056,2013
515,"Webster city, Texas",10695,3730,7996,1143,328,48,76948,2013
516,"Houston city, Texas",2134707,931154,1236091,501087,133326,48,35000,2013
517,"San Marcos city, Texas",48291,19960,37719,2088,1006,48,65600,2013
518,"Vernon city, Texas",10874,3287,8929,1066,89,48,75308,2013
519,"Lucas city, Texas",5607,221,5347,0,160,48,45012,2013
520,"Fair Oaks Ranch city, Texas",6411,894,6163,4,69,48,25168,2013
521,"Fayetteville city, Texas",384,3,383,1,0,48,25644,2013
522,"Channing city, Texas",244,17,231,0,0,48,14260,2013
523,"Tye city, Texas",1087,201,980,23,0,48,74132,2013
524,"Goodrich city, Texas",249,105,183,46,0,48,30224,2013
525,"Bellevue city, Texas",392,5,384,0,0,48,07396,2013
526,"Dumas city, Texas",14813,8088,11984,298,699,48,21556,2013
527,"Cove city, Texas",506,98,437,0,0,48,17336,2013
528,"Ropesville city, Texas",483,312,377,21,0,48,63140,2013
529,"Camp Swift CDP, Texas",6501,2838,5292,781,13,48,12334,2013
530,"Friendswood city, Texas",36375,4771,32230,1164,1681,48,27648,2013
531,"Kingsland CDP, Texas",6108,813,5696,125,0,48,39304,2013
532,"Talco city, Texas",621,155,549,61,0,48,71732,2013
533,"Pecan Hill city, Texas",675,155,556,15,0,48,56485,2013
534,"Lindsay CDP, Texas",453,419,368,0,0,48,42874,2013
535,"Archer City city, Texas",1596,29,1476,45,29,48,03696,2013
536,"Abbott city, Texas",375,29,356,2,0,48,00100,2013
537,"Arcola city, Texas",2092,1270,1299,320,0,48,03708,2013
538,"Four Corners CDP, Texas",13133,4663,3125,3072,4314,48,27102,2013
539,"Sienna Plantation CDP, Texas",14715,1050,9431,2781,2052,48,67766,2013
540,"Sugar Land city, Texas",80755,8279,42184,6272,28472,48,70808,2013
541,"Thompsons town, Texas",244,21,116,44,62,48,72740,2013
542,"Anahuac city, Texas",2110,617,1653,247,0,48,03144,2013
543,"Sunrise Beach Village city, Texas",852,37,828,10,0,48,71228,2013
544,"Orange Grove city, Texas",1378,602,1339,0,0,48,54168,2013
545,"Rancho Alegre CDP, Texas",1483,1431,1385,0,0,48,60518,2013
546,"Westdale CDP, Texas",367,224,266,0,0,48,77422,2013
547,"Munday city, Texas",1295,601,1001,147,0,48,50040,2013
548,"Gustine town, Texas",496,288,436,0,0,48,31628,2013
549,"Stonewall CDP, Texas",697,430,697,0,0,48,70460,2013
550,"Memphis city, Texas",2197,786,1803,142,4,48,47616,2013
551,"Turkey city, Texas",443,147,381,13,0,48,73964,2013
552,"The Woodlands CDP, Texas",101423,14898,89850,2120,4867,48,72656,2013
553,"Hidalgo city, Texas",12544,12391,12165,0,30,48,33560,2013
554,"Tomball city, Texas",10898,1739,8672,1175,321,48,73316,2013
555,"Woodloch town, Texas",182,8,178,0,0,48,80144,2013
556,"Elgin city, Texas",7882,3671,5222,1211,0,48,23044,2013
557,"Smithville city, Texas",3858,556,2929,824,40,48,68456,2013
558,"Piney Point Village city, Texas",3180,205,2784,0,327,48,57800,2013
559,"Shoreacres city, Texas",1632,416,1558,2,16,48,67688,2013
560,"Llano city, Texas",3255,502,3223,16,0,48,43144,2013
561,"Harper CDP, Texas",1103,67,1070,0,0,48,32456,2013
562,"Estelline town, Texas",178,90,155,8,7,48,24636,2013
563,"Patton Village city, Texas",1448,391,1387,0,0,48,56156,2013
564,"Providence Village town, Texas",4876,592,4241,385,133,48,59748,2013
565,"Sandy Point city, Texas",1380,480,883,486,0,48,65345,2013
566,"San Saba city, Texas",3110,1345,2798,75,10,48,65648,2013
567,"Knollwood city, Texas",395,48,358,14,1,48,39680,2013
568,"La Carla CDP, Texas",106,106,106,0,0,48,39994,2013
569,"La Casita CDP, Texas",0,0,0,0,0,48,40000,2013
570,"La Chuparosa CDP, Texas",0,0,0,0,0,48,40018,2013
571,"La Coma CDP, Texas",0,0,0,0,0,48,40100,2013
572,"La Escondida CDP, Texas",87,87,87,0,0,48,40186,2013
573,"La Esperanza CDP, Texas",15,15,15,0,0,48,40188,2013
574,"Lago Vista CDP, Texas",139,114,139,0,0,48,40270,2013
575,"Laguna Park CDP, Texas",1297,66,1267,0,0,48,40312,2013
576,"Lake Bryan CDP, Texas",2293,1204,1975,89,0,48,40462,2013
577,"Lake Cherokee CDP, Texas",2874,306,2773,86,0,48,40468,2013
578,"Lake Dunlap CDP, Texas",2177,747,2057,74,0,48,40522,2013
579,"Lake Medina Shores CDP, Texas",797,38,737,0,0,48,40674,2013
580,"Lake Colorado City CDP, Texas",576,25,522,0,0,48,40475,2013
581,"Lake Meredith Estates CDP, Texas",213,0,213,0,0,48,40676,2013
582,"La Loma de Falcon CDP, Texas",87,79,87,0,0,48,41086,2013
583,"Lamar CDP, Texas",721,32,657,25,0,48,41092,2013
584,"La Minita CDP, Texas",415,415,396,0,0,48,41170,2013
585,"Lantana CDP, Texas",7809,1066,6730,298,226,48,41404,2013
586,"La Paloma Addition CDP, Texas",304,304,191,0,0,48,41420,2013
587,"La Paloma Ranchettes CDP, Texas",345,345,345,0,0,48,41424,2013
588,"Laredo Ranchettes West CDP, Texas",0,0,0,0,0,48,41475,2013
589,"Las Haciendas CDP, Texas",0,0,0,0,0,48,41565,2013
590,"Las Palmas CDP, Texas",65,16,65,0,0,48,41579,2013
591,"Las Palmas II CDP, Texas",1503,1482,1460,0,0,48,41580,2013
592,"Las Pilas CDP, Texas",0,0,0,0,0,48,41582,2013
593,"Las Quintas Fronterizas CDP, Texas",2663,2663,2457,0,0,48,41583,2013
594,"La Tina Ranch CDP, Texas",338,306,305,0,0,48,41660,2013
595,"Leming CDP, Texas",716,544,581,0,0,48,42256,2013
596,"Linn CDP, Texas",860,825,813,0,0,48,42916,2013
597,"Loma Grande CDP, Texas",18,18,18,0,0,48,43458,2013
598,"Loma Linda CDP, Texas",35,35,35,0,0,48,43460,2013
599,"Loma Linda East CDP (Jim Wells County), Texas",373,373,373,0,0,48,43462,2013
600,"Loma Linda East CDP (Starr County), Texas",0,0,0,0,0,48,43463,2013
601,"Loma Linda West CDP, Texas",130,130,78,0,0,48,43465,2013
602,"Loma Vista CDP, Texas",38,27,0,0,0,48,43474,2013
603,"Lindale city, Texas",5017,52,4461,258,57,48,42820,2013
604,"Longoria CDP, Texas",0,0,0,0,0,48,43822,2013
605,"Callisburg city, Texas",276,3,268,0,5,48,11968,2013
606,"Gainesville city, Texas",16047,4564,13401,967,211,48,27984,2013
607,"Cameron city, Texas",5498,1925,3889,966,0,48,12040,2013
608,"Oak Leaf city, Texas",1287,85,1186,74,0,48,53115,2013
609,"West Tawakoni city, Texas",1453,83,1349,0,0,48,77896,2013
610,"Celina city, Texas",6387,1331,5543,167,48,48,13684,2013
611,"Volente village, Texas",633,80,603,0,0,48,75752,2013
612,"DISH town, Texas",305,28,296,3,5,48,20540,2013
613,"Palo Pinto CDP, Texas",297,84,268,16,0,48,54876,2013
614,"Pena CDP, Texas",139,139,139,0,0,48,56644,2013
615,"Perezville CDP, Texas",4716,3698,4111,0,0,48,56804,2013
616,"Perrin CDP, Texas",438,18,438,0,0,48,56864,2013
617,"Pine Harbor CDP, Texas",588,33,568,0,0,48,57566,2013
618,"Placedo CDP, Texas",633,399,415,123,0,48,57932,2013
619,"Pleasant Hill CDP, Texas",742,335,514,172,0,48,58232,2013
620,"Port O'Connor CDP, Texas",1244,313,1241,0,0,48,58952,2013
621,"Powderly CDP, Texas",976,4,910,28,0,48,59156,2013
622,"Preston CDP, Texas",2093,177,2003,0,16,48,59420,2013
623,"Pueblo East CDP, Texas",0,0,0,0,0,48,59794,2013
624,"Pueblo Nuevo CDP, Texas",780,780,625,0,0,48,59798,2013
625,"Quail Creek CDP, Texas",1514,606,1319,63,40,48,60026,2013
626,"Quesada CDP, Texas",0,0,0,0,0,48,60098,2013
627,"Rafael Pena CDP, Texas",0,0,0,0,0,48,60290,2013
628,"Ramireno CDP, Texas",0,0,0,0,0,48,60380,2013
629,"Ramirez-Perez CDP, Texas",61,61,61,0,0,48,60408,2013
630,"Ramos CDP, Texas",76,76,55,0,0,48,60422,2013
631,"Ranchitos Del Norte CDP, Texas",16,16,16,0,0,48,60478,2013
632,"Ranchitos East CDP, Texas",415,415,415,0,0,48,60480,2013
633,"Rancho Viejo CDP, Texas",260,260,260,0,0,48,60554,2013
634,"Palm Valley city, Texas",1463,417,1398,11,10,48,54798,2013
635,"Port Isabel city, Texas",5019,4106,4423,35,0,48,58892,2013
636,"Reid Hope King CDP, Texas",428,428,380,0,0,48,61466,2013
637,"Villa del Sol CDP, Texas",45,45,45,0,0,48,75554,2013
638,"Nolanville city, Texas",4306,1076,3355,519,115,48,51708,2013
639,"Pine Island town, Texas",1257,471,989,142,0,48,57615,2013
640,"Killeen city, Texas",131237,32771,64885,43567,5109,48,39148,2013
641,"Little River-Academy city, Texas",1853,296,1799,13,0,48,43066,2013
642,"Troy city, Texas",2197,404,1959,31,11,48,73748,2013
643,"Quail CDP, Texas",39,0,12,0,0,48,60020,2013
644,"Samnorwood CDP, Texas",11,0,11,0,0,48,64448,2013
645,"Kurten town, Texas",404,141,343,25,0,48,39940,2013
646,"Jarrell city, Texas",791,153,759,7,0,48,37396,2013
647,"Salado village, Texas",1765,141,1595,82,12,48,64268,2013
648,"Wimberley city, Texas",2611,251,2546,5,0,48,79624,2013
649,"Hideaway city, Texas",3123,30,3123,0,0,48,33578,2013
650,"Cashion Community city, Texas",266,17,256,2,0,48,13198,2013
651,"Brazos Country city, Texas",563,51,546,5,0,48,10090,2013
652,"Coleman city, Texas",4634,1018,4252,178,0,48,15916,2013
653,"Eden city, Texas",2434,1678,2151,29,0,48,22552,2013
654,"Spring CDP, Texas",55458,15888,35099,11946,2107,48,69596,2013
655,"Stratford city, Texas",2080,1036,1878,5,0,48,70544,2013
656,"Groveton city, Texas",1510,336,1220,289,0,48,31340,2013
657,"Liberty Hill city, Texas",1480,389,1340,40,14,48,42664,2013
658,"Falcon Mesa CDP, Texas",660,459,534,126,0,48,25352,2013
659,"Zapata CDP, Texas",5541,5401,5492,25,0,48,80716,2013
660,"Florence city, Texas",768,231,731,0,17,48,26136,2013
661,"Elmendorf city, Texas",1406,963,1020,57,7,48,23272,2013
662,"Helotes city, Texas",7624,2378,6565,275,203,48,33146,2013
663,"Hollywood Park town, Texas",3124,312,2950,0,64,48,34628,2013
664,"Leon Valley city, Texas",10429,5823,8921,407,348,48,42388,2013
665,"Olmos Park city, Texas",2123,369,2012,83,11,48,53988,2013
666,"Somerset city, Texas",1790,1404,1503,4,1,48,68708,2013
667,"Henderson city, Texas",13715,2945,9504,3636,143,48,33212,2013
668,"New London city, Texas",1345,274,1253,65,4,48,51168,2013
669,"Murphy city, Texas",18412,1137,11116,2064,4810,48,50100,2013
670,"East Mountain city, Texas",924,112,914,0,4,48,22168,2013
671,"Weston city, Texas",708,134,683,2,0,48,77740,2013
672,"Gilmer city, Texas",4994,962,3477,852,9,48,29564,2013
673,"Shamrock city, Texas",1788,317,1549,84,34,48,67160,2013
674,"Bowie city, Texas",5231,638,4964,8,1,48,09640,2013
675,"St. Jo city, Texas",1115,58,1061,1,15,48,64184,2013
676,"Appleby city, Texas",641,92,560,46,23,48,03564,2013
677,"Ovilla city, Texas",3554,251,3021,196,168,48,54444,2013
678,"Bovina city, Texas",1872,1550,1678,71,0,48,09628,2013
679,"Seadrift city, Texas",1483,444,1321,0,7,48,66416,2013
680,"Santa Monica CDP, Texas",156,131,156,0,0,48,65756,2013
681,"Sebastian CDP, Texas",1590,1539,1539,51,0,48,66512,2013
682,"Zapata Ranch CDP, Texas",119,5,119,0,0,48,80722,2013
683,"Lone Star city, Texas",1595,148,955,551,0,48,43684,2013
684,"Omaha city, Texas",1173,69,955,205,0,48,54024,2013
685,"Tulia city, Texas",4937,2248,4162,393,20,48,73868,2013
686,"Impact town, Texas",25,25,4,0,0,48,35816,2013
687,"Dilley city, Texas",3954,2656,3030,426,6,48,20428,2013
688,"Gallatin city, Texas",273,18,269,4,0,48,28008,2013
689,"Comanche city, Texas",4284,1410,4004,7,0,48,16192,2013
690,"Kirvin town, Texas",155,0,155,0,0,48,39520,2013
691,"Highland Haven city, Texas",373,0,370,0,0,48,33794,2013
692,"Bailey city, Texas",222,0,212,0,0,48,05264,2013
693,"Oak Valley town, Texas",399,25,359,39,0,48,53217,2013
694,"Richland town, Texas",271,10,233,14,10,48,61820,2013
695,"Evadale CDP, Texas",1481,31,1411,0,39,48,24840,2013
696,"Laredo city, Texas",240524,229375,224620,1078,1487,48,41464,2013
697,"Richland Springs town, Texas",512,96,491,0,0,48,61880,2013
698,"Kress city, Texas",648,394,474,55,8,48,39904,2013
699,"Merkel town, Texas",2592,521,2302,31,4,48,47796,2013
700,"Denver City town, Texas",4541,3071,3862,113,60,48,19984,2013
701,"Gonzales city, Texas",7281,4145,4046,579,19,48,30116,2013
702,"Nixon city, Texas",2826,2304,1243,53,0,48,51588,2013
703,"Smiley city, Texas",527,338,237,17,0,48,68300,2013
704,"Roaring Springs town, Texas",318,29,317,0,1,48,62528,2013
705,"Prado Verde CDP, Texas",320,252,297,0,0,48,59210,2013
706,"Colorado City city, Texas",4124,1780,3485,178,0,48,16120,2013
707,"Benbrook city, Texas",21655,2289,19054,1358,376,48,07552,2013
708,"Fort Worth city, Texas",761092,260349,491352,144592,26641,48,27000,2013
709,"Hico city, Texas",1769,284,1760,6,0,48,33548,2013
710,"Pecan Plantation CDP, Texas",5288,290,5168,0,0,48,56498,2013
711,"Forsan city, Texas",180,33,176,0,0,48,26640,2013
712,"Easton city, Texas",501,165,176,325,0,48,22192,2013
713,"Mansfield city, Texas",57529,7996,43292,8081,2291,48,46452,2013
714,"Radar Base CDP, Texas",416,403,402,0,0,48,60278,2013
715,"Aransas Pass city, Texas",8082,3058,7497,209,55,48,03600,2013
716,"New Summerfield city, Texas",1283,913,1142,30,5,48,51336,2013
717,"Streetman town, Texas",236,0,233,3,0,48,70604,2013
718,"Valentine town, Texas",124,79,124,0,0,48,74648,2013
719,"Roby city, Texas",716,293,573,25,0,48,62612,2013
720,"Lakeport city, Texas",971,51,308,632,0,48,40696,2013
721,"Liberty City CDP, Texas",2258,233,1901,181,0,48,42616,2013
722,"Crowell city, Texas",819,144,765,10,0,48,17948,2013
723,"Timpson city, Texas",1504,190,985,487,0,48,73076,2013
724,"Grandfalls town, Texas",402,281,339,2,0,48,30440,2013
725,"Yantis town, Texas",455,89,435,3,0,48,80440,2013
726,"Crane city, Texas",3484,2032,2518,111,0,48,17516,2013
727,"Paradise city, Texas",483,17,466,0,0,48,55056,2013
728,"O'Donnell city, Texas",927,704,794,14,0,48,53436,2013
729,"Cross Roads town, Texas",851,88,770,47,19,48,17852,2013
730,"Livingston town, Texas",5299,631,3583,1320,92,48,43132,2013
731,"Kaufman city, Texas",6796,2451,5100,654,36,48,38488,2013
732,"Post Oak Bend City town, Texas",915,29,892,0,0,48,59066,2013
733,"Perryton city, Texas",9254,4711,7595,90,30,48,56912,2013
734,"Muenster city, Texas",1676,111,1648,1,0,48,49932,2013
735,"Milano city, Texas",509,94,405,60,0,48,48336,2013
736,"Eagle Lake city, Texas",3618,1940,2454,867,0,48,21844,2013
737,"Hallsburg city, Texas",418,37,388,6,0,48,31880,2013
738,"Leroy city, Texas",319,17,305,14,0,48,42400,2013
739,"Aspermont town, Texas",954,214,805,58,0,48,04408,2013
740,"Edom city, Texas",374,127,374,0,0,48,22744,2013
741,"Grand Saline city, Texas",3134,755,2958,6,0,48,30476,2013
742,"Los Ybanez city, Texas",2,0,2,0,0,48,44170,2013
743,"Westlake town, Texas",1072,48,1018,0,34,48,77620,2013
744,"Shiner city, Texas",2173,369,1841,154,0,48,67640,2013
